"MSA","SIC","EMPFLAG","EMP","QP1","AP","EST","N1_4","N5_9","N10_19","N20_49","N50_99","N100_249","N250_499","N500_999","N1000"
"0080","8200",,2675,9043,37733,93,40,13,10,16,10,3,0,1,0
"0080","8300",,7741,20920,91228,324,114,73,68,43,10,9,6,1,0
"0080","8400",,165,615,2853,8,2,1,1,4,0,0,0,0,0
"0080","8600",,5534,13431,55881,701,383,189,68,44,16,1,0,0,0
"0080","8700",,4910,35653,163671,592,399,91,48,41,9,3,0,1,0
"0080","8900",,128,593,2529,26,17,3,4,2,0,0,0,0,0
"0080","899\",,1293,12597,50348,31,12,5,4,5,4,0,0,1,0
"0080","99--",,393,1017,3133,153,130,13,6,4,0,0,0,0,0
"0120","----",,41078,213704,938256,2829,1418,616,411,242,84,41,9,6,2
"0120","07--",,342,1427,7150,53,31,12,8,0,2,0,0,0,0
"0120","0700",,256,860,4886,49,30,11,7,0,1,0,0,0,0
"0120","0800","B",0,0,0,3,0,1,1,0,1,0,0,0,0
"0120","0900","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0120","098\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","10--",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","1000",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","1200",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","1300","A",0,0,0,3,2,0,1,0,0,0,0,0,0
"0120","1400","A",0,0,0,2,1,0,1,0,0,0,0,0,0
"0120","149\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","15--",,2715,12996,61013,268,159,52,29,17,7,4,0,0,0
"0120","1500",,589,2239,11406,70,50,9,5,3,2,1,0,0,0
"0120","1600",,503,2611,12652,9,1,3,2,1,0,2,0,0,0
"0120","1700",,1623,8146,36955,189,108,40,22,13,5,1,0,0,0
"0120","179\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","20--",,8184,72607,303472,99,26,11,16,18,11,7,5,4,1
"0120","2000",,1723,15792,72418,9,2,0,0,2,1,1,2,1,0
"0120","2100",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","2200",,1096,6007,24107,3,0,0,0,0,1,0,0,2,0
"0120","2300","E",0,0,0,6,3,0,0,0,2,1,0,0,0
"0120","2400",,129,461,2255,8,4,0,1,3,0,0,0,0,0
"0120","2500","B",0,0,0,6,2,1,2,0,1,0,0,0,0
"0120","2600","G",0,0,0,5,0,1,0,0,1,1,1,0,1
"0120","2700","F",0,0,0,19,6,3,5,1,2,2,0,0,0
"0120","2800","E",0,0,0,3,1,0,0,1,0,0,1,0,0
"0120","2900",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","3000","F",0,0,0,3,0,0,1,1,0,0,0,1,0
"0120","3100",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","3200",,75,343,1640,3,0,1,0,2,0,0,0,0,0
"0120","3300","A",0,0,0,1,0,0,1,0,0,0,0,0,0
"0120","3400","C",0,0,0,8,1,2,1,3,1,0,0,0,0
"0120","3500","C",0,0,0,12,4,1,3,4,0,0,0,0,0
"0120","3600","E",0,0,0,3,0,0,2,0,0,0,1,0,0
"0120","3700",,362,1935,8612,5,1,0,0,1,2,1,0,0,0
"0120","3800",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","3900","C",0,0,0,5,2,2,0,0,0,1,0,0,0
"0120","399\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","40--","G",0,0,0,118,46,26,14,19,10,3,0,0,0
"0120","4100","B",0,0,0,6,3,2,1,0,0,0,0,0,0
"0120","4200",,1003,5419,24105,64,22,13,9,17,2,1,0,0,0
"0120","4400","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0120","4500","B",0,0,0,2,0,0,0,1,1,0,0,0,0
"0120","4600","A",0,0,0,3,2,1,0,0,0,0,0,0,0
"0120","4700","B",0,0,0,15,11,3,0,0,1,0,0,0,0
"0120","4800",,660,4537,22944,17,5,2,3,1,4,2,0,0,0
"0120","4900","C",0,0,0,8,3,2,1,0,2,0,0,0,0
"0120","497\","A",0,0,0,2,0,2,0,0,0,0,0,0,0
"0120","50--",,2800,16366,70480,261,104,71,55,24,6,1,0,0,0
"0120","5000",,1620,9651,42364,174,73,53,33,12,2,1,0,0,0
"0120","5100","G",0,0,0,85,30,18,22,11,4,0,0,0,0
"0120","519\","B",0,0,0,2,1,0,0,1,0,0,0,0,0
"0120","52--",,10320,27694,120667,773,339,182,126,86,24,13,3,0,0
"0120","5200","E",0,0,0,38,16,9,8,4,0,1,0,0,0
"0120","5300",,1613,3930,17222,20,3,3,2,3,2,5,2,0,0
"0120","5400",,1730,3972,16019,87,47,14,8,9,3,5,1,0,0
"0120","5500",,1029,4566,19929,113,45,36,20,10,1,1,0,0,0
"0120","5600","F",0,0,0,87,43,31,9,3,1,0,0,0,0
"0120","5700","E",0,0,0,67,34,15,14,4,0,0,0,0,0
"0120","5800",,3254,5746,25214,171,51,20,36,48,15,1,0,0,0
"0120","5900",,1067,3531,15445,185,99,53,28,5,0,0,0,0,0
"0120","599\",,147,684,2969,5,1,1,1,0,2,0,0,0,0
"0120","60--","G",0,0,0,268,181,43,27,11,5,1,0,0,0
"0120","6000","F",0,0,0,37,8,10,12,2,4,1,0,0,0
"0120","6100","C",0,0,0,35,24,9,1,0,1,0,0,0,0
"0120","6200",,56,859,3256,10,6,1,3,0,0,0,0,0,0
"0120","6300",,304,2428,9554,26,11,2,6,7,0,0,0,0,0
"0120","6400",,220,1303,5898,63,54,6,1,2,0,0,0,0,0
"0120","6500","C",0,0,0,93,75,14,4,0,0,0,0,0,0
"0120","6700","A",0,0,0,4,3,1,0,0,0,0,0,0,0
"0120","679\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","70--",,12821,56961,269906,959,507,216,134,67,19,12,1,2,1
"0120","7000",,377,879,4088,21,9,1,4,5,2,0,0,0,0
"0120","7200","F",0,0,0,83,41,19,13,6,2,2,0,0,0
"0120","7300",,1751,5100,24575,111,60,17,19,8,4,2,0,1,0
"0120","7500",,566,2364,10271,82,42,24,10,5,1,0,0,0,0
"0120","7600","C",0,0,0,36,19,10,6,1,0,0,0,0,0
"0120","7800","C",0,0,0,12,5,2,1,4,0,0,0,0,0
"0120","7900","E",0,0,0,30,16,5,3,5,1,0,0,0,0
"0120","8000","H",0,0,0,208,92,59,34,15,4,2,0,1,1
"0120","8100",,311,2019,8705,72,54,5,11,2,0,0,0,0,0
"0120","8200",,377,1621,6475,14,6,4,1,0,2,1,0,0,0
"0120","8300",,1183,3473,17904,85,38,23,14,7,1,1,1,0,0
"0120","8400","A",0,0,0,2,1,0,1,0,0,0,0,0,0
"0120","8600",,1028,2173,9028,123,74,31,10,4,1,3,0,0,0
"0120","8700","F",0,0,0,70,46,13,6,4,0,1,0,0,0
"0120","8900","A",0,0,0,5,3,2,0,0,0,0,0,0,0
"0120","899\",,114,767,3670,5,1,1,1,1,1,0,0,0,0
"0120","99--","B",0,0,0,25,22,3,0,0,0,0,0,0,0
"0160","----",,314011,1772991,7753149,20098,10601,4231,2605,1680,530,313,90,23,25
"0160","07--",,1059,4154,22143,263,201,34,16,12,0,0,0,0,0
"0160","0700",,1054,4147,22089,260,198,34,16,12,0,0,0,0,0
"0160","0800","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0160","0900","A",0,0,0,2,2,0,0,0,0,0,0,0,0
"0160","098\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","10--",,252,1365,11721,21,10,3,4,3,1,0,0,0,0
"0160","1000",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","1200",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","1300","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0160","1400","C",0,0,0,20,9,3,4,3,1,0,0,0,0
"0160","149\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","15--",,12562,83643,465919,2122,1454,347,197,96,21,5,2,0,0
"0160","1500",,3274,22046,120172,676,505,94,52,19,4,1,1,0,0
"0160","1600",,1041,8632,77612,103,42,20,26,15,0,0,0,0,0
"0160","1700",,8162,52119,264087,1340,907,233,118,60,17,4,1,0,0
"0160","179\",,85,846,4048,3,0,0,1,2,0,0,0,0,0
"0160","20--",,41262,344715,1448324,811,279,142,116,129,60,57,19,6,3
"0160","2000","H",0,0,0,60,15,8,9,15,7,3,3,0,0
"0160","2100",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","2200","G",0,0,0,20,3,2,2,1,5,5,2,0,0
"0160","2300",,938,4344,20736,32,7,6,8,5,3,3,0,0,0
"0160","2400",,857,4093,19184,64,29,14,7,11,2,1,0,0,0
"0160","2500",,430,2067,10430,12,5,1,1,2,2,1,0,0,0
"0160","2600","H",0,0,0,31,4,2,2,7,5,9,1,1,0
"0160","2700","I",0,0,0,187,81,38,28,24,5,6,3,2,0
"0160","2800",,3917,42280,192011,25,5,4,2,6,2,2,1,2,1
"0160","2900",,129,811,6119,14,8,2,3,1,0,0,0,0,0
"0160","3000",,2071,11649,50298,38,7,5,5,11,3,6,1,0,0
"0160","3100",,214,625,2823,7,1,3,1,0,1,1,0,0,0
"0160","3200",,2537,25263,104554,44,18,7,4,5,4,3,3,0,0
"0160","3300",,737,5548,24314,10,3,0,2,3,0,0,2,0,0
"0160","3400",,2127,16655,68028,71,24,12,12,11,5,7,0,0,0
"0160","3500",,9590,100715,408428,71,22,12,14,12,6,3,0,0,2
"0160","3600",,690,4084,17411,19,9,2,1,4,1,1,1,0,0
"0160","3700",,319,2095,8970,14,4,3,1,5,0,1,0,0,0
"0160","3800",,788,6170,27480,30,8,6,6,3,5,2,0,0,0
"0160","3900",,802,3852,16809,36,16,9,7,1,2,0,1,0,0
"0160","399\",,1924,23730,90685,26,10,6,1,2,2,3,1,1,0
"0160","40--",,13352,111787,453309,721,357,121,82,100,40,16,4,1,0
"0160","4100","G",0,0,0,70,27,9,6,13,12,3,0,0,0
"0160","4200",,3223,21028,94496,308,162,52,41,42,10,1,0,0,0
"0160","4400",,82,635,2342,13,9,2,1,1,0,0,0,0,0
"0160","4500",,882,6396,26467,23,1,7,4,5,4,2,0,0,0
"0160","4600",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","4700",,589,2673,11468,122,85,23,9,4,1,0,0,0,0
"0160","4800","H",0,0,0,147,60,22,17,28,10,7,3,0,0
"0160","4900",,2261,30636,120107,33,11,6,2,6,3,3,1,1,0
"0160","497\",,73,412,1484,5,2,0,2,1,0,0,0,0,0
"0160","50--",,18039,139732,585705,1337,586,280,253,152,43,19,4,0,0
"0160","5000",,10087,80996,338417,910,415,201,173,95,18,7,1,0,0
"0160","5100",,7406,53496,225829,412,169,76,78,53,22,11,3,0,0
"0160","519\",,546,5240,21459,15,2,3,2,4,3,1,0,0,0
"0160","52--",,67385,215130,972043,5458,2526,1399,780,515,146,77,12,2,1
"0160","5200",,2528,11203,51677,225,105,56,36,21,2,5,0,0,0
"0160","5300",,6716,18089,84649,138,39,29,18,5,25,19,3,0,0
"0160","5400",,13284,37460,156013,661,262,221,71,51,19,29,7,1,0
"0160","5500",,6350,34108,162699,545,225,163,80,48,22,7,0,0,0
"0160","5600",,4863,10672,46626,525,184,189,107,36,7,2,0,0,0
"0160","5700",,2217,8801,37645,362,185,120,42,12,2,1,0,0,0
"0160","5800",,19258,38420,178463,1721,863,288,250,255,56,9,0,0,0
"0160","5900",,9371,32203,142801,1235,642,324,173,80,12,3,1,0,0
"0160","599\",,2798,24174,111470,46,21,9,3,7,1,2,1,1,1
"0160","60--",,26947,191744,800101,1856,992,420,235,125,47,22,11,1,3
"0160","6000",,6971,42499,192662,409,82,173,96,29,17,10,2,0,0
"0160","6100",,1408,11117,41702,94,43,16,15,15,4,1,0,0,0
"0160","6200",,1124,19768,77458,98,64,11,8,9,5,0,1,0,0
"0160","6300",,10782,76432,305720,165,63,29,18,24,13,6,8,1,3
"0160","6400",,2937,21134,88409,416,269,82,40,18,4,3,0,0,0
"0160","6500",,3313,15673,69066,632,443,104,53,27,4,1,0,0,0
"0160","6700",,357,4761,23546,39,27,5,5,1,0,1,0,0,0
"0160","679\",,55,360,1538,3,1,0,0,2,0,0,0,0,0
"0160","70--",,133069,680617,2992413,7439,4129,1485,921,546,172,117,38,13,18
"0160","7000","H",0,0,0,158,82,19,23,21,8,3,2,0,0
"0160","7200",,3777,10443,45914,580,381,113,60,17,5,3,1,0,0
"0160","7300",,19273,82628,358301,888,507,139,94,80,35,25,4,1,3
"0160","7500","G",0,0,0,502,324,125,41,8,4,0,0,0,0
"0160","7600",,1274,6771,30698,180,117,30,20,9,2,2,0,0,0
"0160","7800",,877,1830,7551,78,42,12,17,4,2,1,0,0,0
"0160","7900","H",0,0,0,294,162,54,43,26,8,1,0,0,0
"0160","8000",,41162,233248,1036176,1464,747,350,172,95,33,38,15,6,8
"0160","8100",,3528,25818,121086,556,389,79,51,30,5,2,0,0,0
"0160","8200",,16975,77024,333858,187,72,32,27,27,11,6,5,2,5
"0160","8300",,13670,47092,204692,772,271,159,185,111,29,10,6,1,0
"0160","8400",,173,893,2935,18,9,4,1,3,1,0,0,0,0
"0160","8600",,8012,34221,142850,916,534,212,101,41,16,10,2,0,0
"0160","8700",,12557,102441,442348,752,450,136,71,66,11,13,2,2,1
"0160","8900","F",0,0,0,54,32,10,7,3,1,1,0,0,0
"0160","899\",,3389,29069,130775,40,10,11,8,5,1,2,1,1,1
"0160","99--",,84,104,1471,70,67,0,1,2,0,0,0,0,0
"0200","----",,248752,1323105,5794071,16509,8698,3297,2146,1521,493,267,56,18,13
"0200","07--",,1354,3879,20780,182,108,36,24,12,1,0,1,0,0
"0200","0700","G",0,0,0,181,107,36,24,12,1,0,1,0,0
"0200","0800","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0200","0900",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0200","098\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0200","10--",,425,3255,14030,40,21,11,3,2,3,0,0,0,0
"0200","1000","B",0,0,0,6,2,2,1,1,0,0,0,0,0
"0200","1200",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0200","1300",,113,814,3682,25,18,5,1,1,0,0,0,0,0
"0200","1400",,184,1191,5101,8,1,4,1,0,2,0,0,0,0
"0200","149\","B",0,0,0,1,0,0,0,0,1,0,0,0,0
"0200","15--",,19423,99865,465922,1857,1064,308,243,180,45,13,2,2,0
"0200","1500",,5096,24132,113812,651,424,105,73,35,9,4,1,0,0
"0200","1600","G",0,0,0,81,31,12,10,17,7,4,0,0,0
"0200","1700",,12426,63748,296222,1124,609,190,160,128,29,5,1,2,0
"0200","179\","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0200","20--",,27709,196035,843323,801,337,144,130,108,41,28,3,4,6
"0200","2000","G",0,0,0,37,13,6,4,8,2,4,0,0,0
"0200","2100",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0200","2200","A",0,0,0,2,1,1,0,0,0,0,0,0,0
"0200","2300","G",0,0,0,24,14,3,0,5,0,1,0,1,0
"0200","2400","G",0,0,0,62,24,12,11,10,3,2,0,0,0
"0200","2500",,461,1925,8800,44,25,6,7,4,1,1,0,0,0
