"MSA","SIC","EMPFLAG","EMP","QP1","AP","EST","N1_4","N5_9","N10_19","N20_49","N50_99","N100_249","N250_499","N500_999","N1000"
"0040","8400",,26,71,315,5,3,1,1,0,0,0,0,0,0
"0040","8600",,1625,3792,15446,176,87,44,22,19,3,1,0,0,0
"0040","8700",,554,3778,19472,111,78,19,9,4,1,0,0,0,0
"0040","8900",,18,118,998,7,5,2,0,0,0,0,0,0,0
"0040","899\",,52,321,1459,6,2,1,2,1,0,0,0,0,0
"0040","99--",,9,30,80,17,17,0,0,0,0,0,0,0,0
"0080","----",,284894,1862626,7750041,17094,8471,3706,2295,1593,576,348,62,29,14
"0080","07--",,1743,6616,38889,368,264,67,21,13,0,3,0,0,0
"0080","0700","G",0,0,0,366,263,67,21,13,0,2,0,0,0
"0080","0800","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0080","098\","C",0,0,0,1,0,0,0,0,0,1,0,0,0
"0080","10--",,326,2322,11241,50,27,14,7,1,1,0,0,0,0
"0080","1300",,182,1465,5618,26,16,5,3,1,1,0,0,0,0
"0080","1400",,144,857,5623,24,11,9,4,0,0,0,0,0,0
"0080","15--",,11748,75514,395220,1675,1061,306,180,103,18,6,1,0,0
"0080","1500",,2605,17303,89847,452,308,77,41,21,4,1,0,0,0
"0080","1600","G",0,0,0,76,29,15,15,12,4,1,0,0,0
"0080","1700",,7982,49514,240069,1146,723,214,124,70,10,4,1,0,0
"0080","179\","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0080","20--",,66517,654465,2554347,1425,367,251,251,268,142,118,15,9,4
"0080","2000",,2484,15974,68601,34,6,9,3,6,1,7,1,1,0
"0080","2200",,294,2728,12014,11,3,3,2,0,2,1,0,0,0
"0080","2300","E",0,0,0,28,13,5,7,2,0,1,0,0,0
"0080","2400",,318,1940,8077,30,17,8,2,1,1,1,0,0,0
"0080","2500","F",0,0,0,21,9,3,6,0,1,1,1,0,0
"0080","2600",,1549,16002,60443,18,3,2,0,6,2,4,0,1,0
"0080","2700",,4634,34579,144944,154,51,35,27,17,12,10,1,1,0
"0080","2800",,2958,25424,110335,56,14,8,9,10,7,6,1,1,0
"0080","2900",,152,701,4692,9,1,4,2,1,1,0,0,0,0
"0080","3000",,10445,70718,300144,180,25,20,22,54,24,31,3,1,0
"0080","3200",,697,5510,25115,48,16,7,15,7,2,1,0,0,0
"0080","3300",,2129,18324,76070,39,9,3,5,9,7,5,1,0,0
"0080","3400",,8557,92698,381935,171,34,33,39,32,20,11,0,1,1
"0080","3500",,10524,86002,346625,418,115,81,84,84,31,20,3,0,0
"0080","3600",,3722,31471,126234,48,11,5,5,11,8,6,0,1,1
"0080","3700",,2902,25666,107881,26,4,7,0,4,4,4,2,1,0
"0080","3800","F",0,0,0,33,10,6,5,6,4,2,0,0,0
"0080","3900","G",0,0,0,50,22,6,10,9,1,1,0,0,1
"0080","399\",,11070,197385,670232,51,4,6,8,9,14,6,2,1,1
"0080","40--",,14322,137244,537857,611,329,106,73,64,14,12,7,6,0
"0080","4100","F",0,0,0,26,7,5,10,2,0,2,0,0,0
"0080","4200",,6497,59967,237866,327,201,44,33,31,9,4,2,3,0
"0080","4400",,15,56,340,7,6,1,0,0,0,0,0,0,0
"0080","4500",,202,1347,5562,13,5,2,4,1,1,0,0,0,0
"0080","4600","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0080","4700",,614,3560,16446,116,66,34,13,3,0,0,0,0,0
"0080","4800",,2904,27159,101563,97,36,15,11,24,3,5,3,0,0
"0080","4900",,2223,28179,106672,19,6,4,2,2,1,1,1,2,0
"0080","497\","G",0,0,0,5,2,0,0,1,0,0,1,1,0
"0080","50--",,20215,181834,746337,1445,702,281,206,176,53,24,2,0,1
"0080","5000",,12213,104196,433644,1028,494,222,150,116,31,14,1,0,0
"0080","5100","I",0,0,0,388,200,57,55,55,15,6,0,0,0
"0080","519\","H",0,0,0,29,8,2,1,5,7,4,1,0,1
"0080","52--",,64024,223203,943411,3907,1522,980,649,483,185,73,12,1,2
"0080","5200","G",0,0,0,137,45,38,23,22,7,2,0,0,0
"0080","5300",,6676,17603,71126,90,16,25,5,10,8,20,6,0,0
"0080","5400",,8135,27526,112257,345,112,112,54,26,15,22,4,0,0
"0080","5500",,6308,34255,150406,507,168,151,117,42,27,2,0,0,0
"0080","5600",,2481,6259,26496,314,118,129,46,18,3,0,0,0,0
"0080","5700",,2341,10565,44572,268,125,79,46,10,6,2,0,0,0
"0080","5800",,22410,42321,183772,1258,461,191,208,285,100,13,0,0,0
"0080","5900",,8497,31236,129701,899,449,240,131,57,13,7,2,0,0
"0080","599\","I",0,0,0,89,28,15,19,13,6,5,0,1,2
"0080","60--",,15461,118541,466882,1395,792,304,195,67,18,9,6,4,0
"0080","6000",,5378,35527,136375,269,46,112,84,13,6,3,3,2,0
"0080","6100","F",0,0,0,97,42,28,20,6,0,1,0,0,0
"0080","6200","F",0,0,0,85,59,13,7,5,1,0,0,0,0
"0080","6300","H",0,0,0,109,56,18,14,11,5,3,1,1,0
"0080","6400",,1373,9703,43001,335,260,45,22,7,1,0,0,0,0
"0080","6500",,3025,15638,68817,460,304,83,43,24,4,1,1,0,0
"0080","6700",,1404,19282,65816,39,25,5,4,1,1,1,1,1,0
"0080","679\","A",0,0,0,1,0,0,1,0,0,0,0,0,0
"0080","70--",,90475,462646,2054692,6166,3360,1392,713,418,145,103,19,9,7
"0080","7000",,1888,4668,21560,85,45,8,14,6,6,6,0,0,0
"0080","7200",,3969,11203,48916,616,337,169,85,21,2,1,1,0,0
"0080","7300",,19248,82960,357515,963,549,167,93,78,36,30,6,3,1
"0080","7500",,2863,12567,52536,483,264,134,61,23,1,0,0,0,0
"0080","7600",,1110,6627,28698,188,119,34,24,9,2,0,0,0,0
"0080","7800",,807,1540,6351,98,42,35,14,5,2,0,0,0,0
"0080","7900",,3822,11877,63360,249,136,34,33,30,9,5,2,0,0
"0080","8000",,32174,218332,981138,1233,604,344,136,61,35,40,4,3,6
"0080","8100",,1699,14147,68834,357,276,54,15,8,1,3,0,0,0
"0080","8200",,2977,10690,43361,97,31,16,16,21,9,3,0,1,0
"0080","8300",,8178,24714,104574,331,108,72,70,55,9,9,6,2,0
"0080","8400",,234,958,4294,6,1,0,0,3,2,0,0,0,0
"0080","8600",,5924,15816,65372,732,377,208,82,49,15,1,0,0,0
"0080","8700",,4978,42161,189771,658,424,112,62,41,14,5,0,0,0
"0080","8900",,184,1071,4961,46,37,2,5,2,0,0,0,0,0
"0080","899\",,420,3315,13451,24,10,3,3,6,2,0,0,0,0
"0080","99--",,63,241,1165,52,47,5,0,0,0,0,0,0,0
"0120","----",,45158,259211,1090033,2871,1372,660,421,256,92,48,15,6,1
"0120","07--","E",0,0,0,58,39,8,9,0,2,0,0,0,0
"0120","0700",,286,1067,5101,53,36,8,8,0,1,0,0,0,0
"0120","0800","B",0,0,0,4,2,0,1,0,1,0,0,0,0
"0120","0900","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0120","10--","B",0,0,0,4,2,0,2,0,0,0,0,0,0
"0120","1300","B",0,0,0,3,2,0,1,0,0,0,0,0,0
"0120","1400","A",0,0,0,1,0,0,1,0,0,0,0,0,0
"0120","15--",,3541,19829,88158,261,127,74,29,18,6,4,3,0,0
"0120","1500","F",0,0,0,68,38,20,5,2,0,3,0,0,0
"0120","1600","F",0,0,0,12,5,3,1,0,1,1,1,0,0
"0120","1700",,2209,13311,58867,181,84,51,23,16,5,0,2,0,0
"0120","20--",,8339,79816,323985,99,30,9,14,18,10,7,6,5,0
"0120","2000",,1844,17960,76139,8,2,0,0,1,0,2,1,2,0
"0120","2200",,892,4385,18345,3,0,0,0,1,0,0,2,0,0
"0120","2300","C",0,0,0,5,2,0,1,1,0,1,0,0,0
"0120","2400","C",0,0,0,11,6,1,0,2,2,0,0,0,0
"0120","2500",,90,510,1893,5,2,0,2,0,1,0,0,0,0
"0120","2600","G",0,0,0,4,0,0,0,0,1,1,1,1,0
"0120","2700","F",0,0,0,19,8,1,5,1,2,2,0,0,0
"0120","2800","E",0,0,0,3,1,1,0,0,0,0,1,0,0
"0120","3000","G",0,0,0,3,0,0,0,2,0,0,0,1,0
"0120","3200",,122,630,3110,4,1,0,0,2,1,0,0,0,0
"0120","3400","C",0,0,0,7,1,1,1,3,1,0,0,0,0
"0120","3500",,200,1541,6416,10,1,3,2,3,1,0,0,0,0
"0120","3600","F",0,0,0,3,0,1,1,0,0,0,0,1,0
"0120","3700",,487,2861,12590,5,1,0,1,1,1,0,1,0,0
"0120","3800","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0120","3900",,191,1472,5894,4,1,0,1,1,0,1,0,0,0
"0120","399\","A",0,0,0,4,4,0,0,0,0,0,0,0,0
"0120","40--",,2548,18514,70548,122,43,23,20,20,13,2,1,0,0
"0120","4100",,24,65,270,7,5,1,1,0,0,0,0,0,0
"0120","4200","G",0,0,0,62,19,9,11,16,6,1,0,0,0
"0120","4400","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0120","4500","B",0,0,0,1,0,0,0,1,0,0,0,0,0
"0120","4600","A",0,0,0,3,2,1,0,0,0,0,0,0,0
"0120","4700","C",0,0,0,17,9,5,2,1,0,0,0,0,0
"0120","4800",,930,7283,26164,20,4,2,5,2,5,1,1,0,0
"0120","4900","C",0,0,0,10,3,4,1,0,2,0,0,0,0
"0120","497\","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0120","50--",,2909,19258,82675,253,104,62,53,23,9,2,0,0,0
"0120","5000",,1784,11917,52542,173,71,44,38,16,3,1,0,0,0
"0120","5100","G",0,0,0,78,32,18,15,7,5,1,0,0,0
"0120","519\","B",0,0,0,2,1,0,0,0,1,0,0,0,0
"0120","52--",,11166,32770,135797,762,313,190,112,99,30,16,2,0,0
"0120","5200",,510,2244,9653,31,9,9,7,5,0,1,0,0,0
"0120","5300",,1543,4805,18322,17,1,4,2,1,2,5,2,0,0
"0120","5400",,1778,4478,18518,84,45,15,5,9,2,8,0,0,0
"0120","5500","G",0,0,0,118,41,38,20,13,6,0,0,0,0
"0120","5600","F",0,0,0,80,36,29,10,4,0,1,0,0,0
"0120","5700","F",0,0,0,71,33,18,11,9,0,0,0,0,0
"0120","5800",,3571,6708,27518,167,48,21,30,47,20,1,0,0,0
"0120","5900",,1215,4298,18399,191,99,54,27,11,0,0,0,0,0
"0120","599\","A",0,0,0,3,1,2,0,0,0,0,0,0,0
"0120","60--","G",0,0,0,287,187,52,30,13,5,0,0,0,0
"0120","6000","F",0,0,0,35,5,13,9,3,5,0,0,0,0
"0120","6100","C",0,0,0,40,26,12,1,1,0,0,0,0,0
"0120","6200",,76,1052,4497,13,8,2,3,0,0,0,0,0,0
"0120","6300",,279,2196,8850,25,12,1,6,6,0,0,0,0,0
"0120","6400","E",0,0,0,61,48,7,4,2,0,0,0,0,0
"0120","6500",,323,1323,5978,103,80,17,6,0,0,0,0,0,0
"0120","6700","B",0,0,0,10,8,0,1,1,0,0,0,0,0
"0120","70--",,14384,73693,326863,1011,513,242,152,65,17,17,3,1,1
"0120","7000",,389,1044,4596,22,6,3,5,7,1,0,0,0,0
"0120","7200","F",0,0,0,86,41,22,14,5,3,1,0,0,0
"0120","7300","G",0,0,0,126,68,22,20,6,3,6,1,0,0
"0120","7500",,630,3130,12755,86,41,25,14,5,1,0,0,0,0
"0120","7600","C",0,0,0,35,20,9,5,1,0,0,0,0,0
"0120","7800","C",0,0,0,19,10,3,5,1,0,0,0,0,0
"0120","7900","E",0,0,0,24,10,5,5,3,1,0,0,0,0
"0120","8000","I",0,0,0,214,91,61,37,15,4,4,0,1,1
"0120","8100","E",0,0,0,72,53,7,10,2,0,0,0,0,0
"0120","8200","E",0,0,0,15,9,2,1,0,1,2,0,0,0
"0120","8300",,1714,6402,26254,101,47,23,17,10,2,0,2,0,0
"0120","8400",,16,59,276,3,1,2,0,0,0,0,0,0,0
"0120","8600",,1175,2800,11672,126,64,40,14,4,1,3,0,0,0
"0120","8700","F",0,0,0,71,46,15,3,6,0,1,0,0,0
"0120","8900",,27,117,473,8,5,2,1,0,0,0,0,0,0
"0120","899\","B",0,0,0,3,1,1,1,0,0,0,0,0,0
"0120","99--","A",0,0,0,14,14,0,0,0,0,0,0,0,0
"0160","----",,319524,1943793,8145195,20317,10714,4288,2586,1697,565,306,114,22,25
"0160","07--","G",0,0,0,299,223,38,23,12,3,0,0,0,0
"0160","0700","G",0,0,0,296,220,38,23,12,3,0,0,0,0
"0160","0800","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0160","0900","A",0,0,0,2,2,0,0,0,0,0,0,0,0
"0160","10--",,210,1478,10836,20,7,8,1,4,0,0,0,0,0
"0160","1300","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0160","1400","C",0,0,0,19,6,8,1,4,0,0,0,0,0
"0160","15--",,12455,90102,466723,2041,1372,339,203,107,14,4,2,0,0
"0160","1500",,3186,23730,118437,623,450,101,47,19,4,1,1,0,0
"0160","1600",,1122,9193,71791,100,40,23,19,15,3,0,0,0,0
"0160","1700",,8054,56180,272160,1315,882,215,136,71,7,3,1,0,0
"0160","179\",,93,999,4335,3,0,0,1,2,0,0,0,0,0
"0160","20--",,35621,310607,1269203,815,276,149,116,128,63,53,22,5,3
"0160","2000",,2786,19242,82598,63,17,7,7,20,5,5,2,0,0
"0160","2200",,1903,13545,55733,23,5,3,3,1,3,6,2,0,0
"0160","2300",,1179,5742,25169,41,16,6,7,4,5,3,0,0,0
"0160","2400",,777,4307,19124,67,32,14,9,10,1,1,0,0,0
"0160","2500",,436,2643,11404,15,6,1,3,3,0,2,0,0,0
"0160","2600","H",0,0,0,30,8,1,1,6,4,6,3,1,0
"0160","2700","I",0,0,0,176,67,45,27,19,9,4,3,2,0
"0160","2800",,3865,51376,204536,24,4,2,4,6,2,2,1,2,1
"0160","2900",,179,1128,9949,13,8,2,0,2,1,0,0,0,0
"0160","3000","G",0,0,0,36,5,4,6,8,5,7,1,0,0
"0160","3100",,73,357,1854,8,4,2,1,1,0,0,0,0,0
"0160","3200",,1647,16343,73418,39,15,6,5,6,3,2,2,0,0
"0160","3300",,657,5923,23069,8,0,1,3,2,0,1,1,0,0
"0160","3400",,2269,20818,83104,60,17,10,11,8,6,6,2,0,0
"0160","3500","I",0,0,0,78,21,16,13,14,9,3,0,0,2
"0160","3600",,416,2933,12006,18,8,2,3,3,1,1,0,0,0
"0160","3700",,803,6075,23637,18,5,4,2,3,2,1,1,0,0
"0160","3800",,789,7105,30165,33,10,8,5,5,4,1,0,0,0
"0160","3900",,837,3882,14555,43,22,10,3,6,1,0,1,0,0
"0160","399\",,1608,25579,86898,22,6,5,3,1,2,2,3,0,0
"0160","40--",,14117,125700,495813,720,352,110,87,105,36,26,2,2,0
"0160","4100","G",0,0,0,69,18,10,7,17,12,5,0,0,0
"0160","4200",,3744,27528,112092,300,161,42,41,42,9,4,1,0,0
"0160","4400",,73,507,1699,15,10,3,1,1,0,0,0,0,0
"0160","4500",,1107,7536,28929,22,3,1,6,4,4,4,0,0,0
"0160","4600","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0160","4700",,671,3294,13901,125,82,30,10,2,1,0,0,0,0
"0160","4800",,4123,47169,181843,142,63,17,14,30,7,9,1,1,0
"0160","4900",,2045,28506,110417,40,12,6,7,8,2,4,0,1,0
"0160","497\",,113,1494,6218,6,3,0,1,1,1,0,0,0,0
"0160","50--",,19414,157473,658325,1340,601,292,237,137,47,17,9,0,0
"0160","5000",,11283,94505,387182,918,414,216,162,92,22,8,4,0,0
"0160","5100","I",0,0,0,407,183,75,71,44,22,8,4,0,0
"0160","519\","F",0,0,0,15,4,1,4,1,3,1,1,0,0
"0160","52--",,70016,233047,996361,5379,2420,1395,802,495,174,73,17,3,0
"0160","5200",,2539,11732,53341,215,92,61,42,13,1,5,1,0,0
"0160","5300","I",0,0,0,122,34,25,9,6,20,21,7,0,0
"0160","5400",,12479,33227,140331,645,240,229,77,45,21,27,6,0,0
"0160","5500",,6772,39185,174117,551,208,160,99,51,28,5,0,0,0
"0160","5600","H",0,0,0,463,152,186,91,27,6,1,0,0,0
"0160","5700",,2430,10631,42969,338,170,104,42,15,7,0,0,0,0
"0160","5800",,21344,44733,195887,1735,821,312,269,248,74,10,1,0,0
"0160","5900",,9661,38069,162022,1264,684,310,171,81,14,3,1,0,0
"0160","599\",,2869,22226,89913,46,19,8,2,9,3,1,1,3,0
"0160","60--",,28591,229784,921704,1894,1059,423,225,103,41,22,16,2,3
"0160","6000",,9089,68404,270327,411,85,176,91,28,16,7,6,2,0
"0160","6100",,1263,10508,43848,104,56,25,13,5,2,3,0,0,0
"0160","6200",,1267,24910,90224,119,86,12,7,8,4,1,1,0,0
"0160","6300",,10510,83588,329132,173,83,20,21,22,9,6,9,0,3
"0160","6400",,2941,22100,99069,445,281,100,40,16,6,2,0,0,0
"0160","6500","H",0,0,0,588,427,88,47,21,4,1,0,0,0
"0160","6700","F",0,0,0,51,40,2,5,2,0,2,0,0,0
"0160","679\","B",0,0,0,3,1,0,1,1,0,0,0,0,0
"0160","70--",,137669,790312,3297983,7745,4344,1531,891,606,187,111,46,10,19
"0160","7000","H",0,0,0,160,78,22,24,26,5,1,4,0,0
"0160","7200",,3924,11929,48932,589,396,106,58,20,4,4,1,0,0
"0160","7300",,22803,91402,392523,957,551,151,87,90,45,22,7,1,3
"0160","7500",,2794,14237,59276,539,344,136,40,14,4,1,0,0,0
"0160","7600","G",0,0,0,160,99,36,13,8,3,0,1,0,0
"0160","7800",,803,1968,8375,83,39,17,18,6,3,0,0,0,0
"0160","7900","H",0,0,0,324,183,53,41,33,13,1,0,0,0
"0160","8000",,42381,276279,1159415,1494,751,353,182,104,35,38,18,5,8
"0160","8100","H",0,0,0,575,413,76,43,38,4,1,0,0,0
"0160","8200","J",0,0,0,198,72,39,28,25,15,6,6,1,6
"0160","8300",,13283,54411,223526,842,325,175,168,128,30,12,4,0,0
"0160","8400",,216,662,2978,26,15,6,1,4,0,0,0,0,0
"0160","8600",,8131,39744,163098,911,533,206,100,45,17,9,1,0,0
"0160","8700","J",0,0,0,780,494,135,72,52,8,12,4,2,1
"0160","8900",,373,3307,13957,66,43,11,7,5,0,0,0,0,0
"0160","899\",,3360,41128,163668,41,8,9,9,8,1,4,0,1,1
"0160","99--","B",0,0,0,64,60,3,1,0,0,0,0,0,0
"0200","----",,267802,1590585,6595907,17338,9121,3425,2304,1554,529,305,64,22,14
"0200","07--","G",0,0,0,206,128,34,26,13,4,0,1,0,0
"0200","0700","G",0,0,0,205,127,34,26,13,4,0,1,0,0
"0200","0800","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0200","10--",,434,3829,15768,40,25,6,2,5,1,1,0,0,0
"0200","1000","B",0,0,0,6,4,0,1,1,0,0,0,0,0
"0200","1200","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0200","1300",,147,1266,5367,27,20,4,1,2,0,0,0,0,0
"0200","1400",,203,1574,6293,5,1,1,0,1,1,1,0,0,0
"0200","149\","B",0,0,0,1,0,0,0,1,0,0,0,0,0
"0200","15--",,21591,129897,568601,1994,1126,374,224,183,57,27,3,0,0
"0200","1500",,5706,35376,152364,706,451,139,58,43,5,9,1,0,0
"0200","1600","G",0,0,0,73,20,14,10,16,8,5,0,0,0
"0200","1700",,13743,80631,354523,1213,654,220,156,124,44,13,2,0,0
"0200","179\","A",0,0,0,2,1,1,0,0,0,0,0,0,0
"0200","20--",,29392,242785,986703,827,363,139,135,105,45,28,3,4,5
"0200","2000",,1359,7007,31809,46,17,6,6,10,2,5,0,0,0
"0200","2200","B",0,0,0,6,3,3,0,0,0,0,0,0,0
"0200","2300","F",0,0,0,25,13,5,2,3,0,1,0,1,0
"0200","2400",,807,4367,17275,53,21,9,10,11,1,1,0,0,0
"0200","2500",,315,1442,6203,38,21,6,7,3,1,0,0,0,0
"0200","2600",,438,2631,12516,9,2,2,2,0,2,1,0,0,0
"0200","2700","G",0,0,0,153,83,25,23,16,4,1,0,1,0
"0200","2800",,374,2968,11717,19,8,3,5,1,1,1,0,0,0
"0200","2900","B",0,0,0,4,1,1,1,1,0,0,0,0,0
"0200","3000",,453,2583,11129,20,9,4,3,2,0,2,0,0,0
"0200","3100","A",0,0,0,4,4,0,0,0,0,0,0,0,0
"0200","3200",,1293,8874,35779,51,18,11,4,9,7,2,0,0,0
"0200","3300","C",0,0,0,10,2,2,3,3,0,0,0,0,0
"0200","3400","G",0,0,0,69,26,11,15,13,3,1,0,0,0
"0200","3500",,1147,8462,37292,74,27,18,15,9,3,2,0,0,0
"0200","3600",,9418,86089,330423,43,14,5,3,8,6,3,1,0,3
"0200","3700",,1175,12420,52070,17,6,5,1,1,3,0,0,1,0
"0200","3800","H",0,0,0,33,11,6,4,2,3,4,1,1,1
"0200","3900","G",0,0,0,141,71,15,30,12,8,4,1,0,0
"0200","399\",,2121,44594,173458,12,6,2,1,1,1,0,0,0,1
"0200","40--",,13476,101500,408355,587,304,93,72,68,23,18,5,3,1
"0200","4100",,1221,4677,18515,37,11,6,3,8,6,3,0,0,0
"0200","4200",,3902,27965,118316,245,151,34,29,18,8,2,1,2,0
"0200","4500",,1674,9417,39488,50,21,7,4,11,2,4,1,0,0
"0200","4600",,13,151,557,4,3,1,0,0,0,0,0,0,0
"0200","4700","G",0,0,0,93,56,21,6,7,2,0,1,0,0
"0200","4800",,3239,29453,116488,102,38,13,23,15,4,7,1,1,0
"0200","4900",,2253,24130,92759,49,20,11,7,7,0,2,1,0,1
"0200","497\","C",0,0,0,7,4,0,0,2,1,0,0,0,0
"0200","50--",,16539,117081,483088,1340,600,321,217,147,35,17,2,1,0
"0200","5000",,10311,78801,322634,941,421,223,163,102,22,10,0,0,0
"0200","5100",,5512,33988,144028,392,175,98,54,43,13,7,2,0,0
"0200","519\",,716,4292,16426,7,4,0,0,2,0,0,0,1,0
"0200","52--",,61802,211814,910287,3722,1448,865,688,460,166,79,13,3,0
"0200","5200","G",0,0,0,157,53,40,42,12,3,7,0,0,0
"0200","5300",,6226,20132,84582,63,13,5,10,8,2,17,7,1,0
"0200","5400",,6278,25776,106980,286,84,93,46,19,29,15,0,0,0
"0200","5500",,6548,40264,176419,439,164,128,74,45,18,9,1,0,0
"0200","5600",,2474,7253,31796,310,147,87,54,19,1,1,1,0,0
"0200","5700","H",0,0,0,293,154,82,32,17,3,4,1,0,0
