"MSA","SIC","EMPFLAG","EMP","QP1","AP","EST","N1_4","N5_9","N10_19","N20_49","N50_99","N100_249","N250_499","N500_999","N1000"
"0080","497\","G",0,0,0,7,3,1,0,0,1,1,0,0,1
"0080","50--",,19765,165659,690569,1366,646,280,213,153,49,22,2,0,1
"0080","5000",,10968,88032,376797,963,465,204,161,96,26,10,1,0,0
"0080","5100","I",0,0,0,375,177,74,48,51,17,8,0,0,0
"0080","519\","H",0,0,0,28,4,2,4,6,6,4,1,0,1
"0080","52--",,62401,209120,877340,3892,1493,1009,652,463,182,83,6,2,2
"0080","5200",,2081,9835,43268,139,46,36,27,21,5,4,0,0,0
"0080","5300",,5257,16256,68990,82,14,21,7,9,6,21,4,0,0
"0080","5400",,7909,28005,111080,368,134,122,43,24,20,23,1,1,0
"0080","5500",,5965,30846,134094,512,171,180,97,35,26,3,0,0,0
"0080","5600","H",0,0,0,314,116,113,61,22,2,0,0,0,0
"0080","5700",,2130,9196,39011,268,121,89,43,9,5,1,0,0,0
"0080","5800",,23143,42500,180942,1241,437,201,204,279,100,20,0,0,0
"0080","5900",,7857,27514,118129,874,432,228,145,50,12,6,1,0,0
"0080","599\","I",0,0,0,94,22,19,25,14,6,5,0,1,2
"0080","60--",,13963,102984,399281,1285,735,292,167,58,15,8,7,3,0
"0080","6000",,5575,36614,132584,255,43,103,82,14,3,4,5,1,0
"0080","6100","F",0,0,0,81,33,33,11,3,1,0,0,0,0
"0080","6200",,533,6887,28218,77,49,13,9,5,1,0,0,0,0
"0080","6300","G",0,0,0,105,64,13,9,12,3,3,0,1,0
"0080","6400",,1138,7795,33293,311,245,47,11,8,0,0,0,0,0
"0080","6500",,2885,14597,61992,426,282,79,41,16,6,1,1,0,0
"0080","6700","G",0,0,0,28,18,4,3,0,1,0,1,1,0
"0080","679\","A",0,0,0,2,1,0,1,0,0,0,0,0,0
"0080","70--",,87944,427911,1918290,6034,3311,1362,682,403,142,95,24,10,5
"0080","7000",,1699,4270,19276,71,29,12,13,6,7,4,0,0,0
"0080","7200",,4099,10559,44562,577,309,160,81,23,2,1,1,0,0
"0080","7300",,18441,76456,338130,912,532,147,80,74,38,25,12,4,0
"0080","7500",,2626,11698,49198,466,257,132,54,23,0,0,0,0,0
"0080","7600",,1171,6604,29064,199,124,40,25,8,2,0,0,0,0
"0080","7800",,841,1458,5904,101,43,30,20,7,1,0,0,0,0
"0080","7900",,3940,11669,61378,250,139,40,25,29,10,5,2,0,0
"0080","8000",,31066,200105,907388,1269,622,353,151,62,30,40,3,3,5
"0080","8100",,1699,14253,70693,354,273,53,16,8,1,3,0,0,0
"0080","8200",,2853,9847,40699,102,39,21,11,18,9,3,0,1,0
"0080","8300",,8334,23633,97870,325,107,73,75,41,12,9,6,2,0
"0080","8400",,200,787,4043,8,2,1,0,4,1,0,0,0,0
"0080","8600",,5651,14329,59326,709,383,192,71,47,15,1,0,0,0
"0080","8700",,4666,37830,172665,633,420,102,52,44,11,4,0,0,0
"0080","8900",,124,697,3268,29,22,3,2,2,0,0,0,0,0
"0080","899\",,534,3716,14826,29,10,3,6,7,3,0,0,0,0
"0080","99--",,191,534,4915,136,125,8,3,0,0,0,0,0,0
"0120","----",,40733,222404,935334,2846,1374,646,419,258,93,37,11,7,1
"0120","07--",,358,1579,7644,54,32,11,9,0,2,0,0,0,0
"0120","0700",,270,959,5055,50,31,10,8,0,1,0,0,0,0
"0120","0800","B",0,0,0,3,0,1,1,0,1,0,0,0,0
"0120","0900","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0120","098\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","10--","B",0,0,0,5,3,0,2,0,0,0,0,0,0
"0120","1000",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","1200",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","1300","A",0,0,0,4,3,0,1,0,0,0,0,0,0
"0120","1400","A",0,0,0,1,0,0,1,0,0,0,0,0,0
"0120","149\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","15--",,2875,14696,66256,282,160,52,42,20,4,3,1,0,0
"0120","1500","F",0,0,0,71,45,10,9,5,1,1,0,0,0
"0120","1600","E",0,0,0,13,5,4,1,1,0,1,1,0,0
"0120","1700",,1736,9252,39852,198,110,38,32,14,3,1,0,0,0
"0120","179\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","20--",,8348,75816,305518,101,26,15,13,18,12,7,3,6,1
"0120","2000",,1520,16375,66096,8,2,0,0,1,1,2,0,2,0
"0120","2100",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","2200",,1131,6431,24462,3,0,0,0,0,1,0,0,2,0
"0120","2300","C",0,0,0,7,3,2,0,0,1,1,0,0,0
"0120","2400","C",0,0,0,11,5,1,0,5,0,0,0,0,0
"0120","2500","B",0,0,0,5,1,2,1,0,1,0,0,0,0
"0120","2600","G",0,0,0,4,0,0,0,0,1,1,1,0,1
"0120","2700","F",0,0,0,18,5,3,5,1,2,2,0,0,0
"0120","2800","E",0,0,0,3,1,0,1,0,0,0,1,0,0
"0120","2900",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","3000","F",0,0,0,3,0,0,0,2,0,0,0,1,0
"0120","3100",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","3200",,83,385,2143,3,0,1,0,2,0,0,0,0,0
"0120","3300","B",0,0,0,1,0,0,0,1,0,0,0,0,0
"0120","3400","C",0,0,0,7,0,2,1,3,1,0,0,0,0
"0120","3500","C",0,0,0,10,3,1,3,2,1,0,0,0,0
"0120","3600","F",0,0,0,3,0,2,0,0,0,0,0,1,0
"0120","3700",,485,2741,11673,7,2,1,0,1,2,0,1,0,0
"0120","3800",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","3900",,203,1476,5834,6,3,0,2,0,0,1,0,0,0
"0120","399\","B",0,0,0,2,1,0,0,0,1,0,0,0,0
"0120","40--",,2470,16244,68352,113,34,24,19,24,8,3,1,0,0
"0120","4100","B",0,0,0,5,2,1,2,0,0,0,0,0,0
"0120","4200","G",0,0,0,63,18,10,12,19,3,1,0,0,0
"0120","4400","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0120","4500","B",0,0,0,1,0,0,0,1,0,0,0,0,0
"0120","4600","A",0,0,0,3,2,1,0,0,0,0,0,0,0
"0120","4700","B",0,0,0,14,7,5,1,1,0,0,0,0,0
"0120","4800",,805,6227,25155,15,3,0,3,3,4,1,1,0,0
"0120","4900","E",0,0,0,9,2,4,1,0,1,1,0,0,0
"0120","497\","A",0,0,0,2,0,2,0,0,0,0,0,0,0
"0120","50--",,2885,18343,79714,260,102,65,55,31,6,1,0,0,0
"0120","5000","G",0,0,0,170,67,46,36,18,2,1,0,0,0
"0120","5100",,1115,6568,27111,88,35,18,19,12,4,0,0,0,0
"0120","519\","B",0,0,0,2,0,1,0,1,0,0,0,0,0
"0120","52--",,10614,30999,129284,750,304,201,113,86,32,11,3,0,0
"0120","5200",,438,2212,9378,36,12,9,10,4,0,1,0,0,0
"0120","5300",,1502,4511,17906,17,1,4,3,1,1,5,2,0,0
"0120","5400",,1522,4144,17743,83,48,15,2,9,5,4,0,0,0
"0120","5500",,1185,5545,24201,116,38,44,21,9,4,0,0,0,0
"0120","5600","F",0,0,0,81,33,31,13,3,1,0,0,0,0
"0120","5700","F",0,0,0,68,29,19,12,8,0,0,0,0,0
"0120","5800",,3631,6230,26186,167,52,20,30,43,20,1,1,0,0
"0120","5900",,1115,3786,16256,178,90,58,21,9,0,0,0,0,0
"0120","599\",,76,439,1493,4,1,1,1,0,1,0,0,0,0
"0120","60--","G",0,0,0,278,179,51,31,11,6,0,0,0,0
"0120","6000","F",0,0,0,38,6,12,13,2,5,0,0,0,0
"0120","6100","C",0,0,0,36,22,12,1,0,1,0,0,0,0
"0120","6200",,65,866,3286,12,8,1,3,0,0,0,0,0,0
"0120","6300",,298,2552,9426,29,14,2,6,7,0,0,0,0,0
"0120","6400",,251,1447,6563,62,48,8,4,2,0,0,0,0,0
"0120","6500","E",0,0,0,94,75,16,3,0,0,0,0,0,0
"0120","6700","A",0,0,0,7,6,0,1,0,0,0,0,0,0
"0120","679\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0120","70--",,11311,52255,231154,968,500,227,134,68,23,12,3,1,0
"0120","7000",,383,930,3890,20,6,2,5,5,2,0,0,0,0
"0120","7200","F",0,0,0,82,40,20,11,6,3,2,0,0,0
"0120","7300",,1794,6117,26835,119,59,25,20,7,4,3,1,0,0
"0120","7500",,565,2547,10548,80,41,22,11,6,0,0,0,0,0
"0120","7600","C",0,0,0,37,22,10,4,1,0,0,0,0,0
"0120","7800","C",0,0,0,12,5,3,0,4,0,0,0,0,0
"0120","7900","E",0,0,0,27,13,3,5,5,1,0,0,0,0
"0120","8000","H",0,0,0,210,92,64,31,15,5,2,0,1,0
"0120","8100","E",0,0,0,69,47,10,10,2,0,0,0,0,0
"0120","8200","E",0,0,0,15,9,2,1,0,2,1,0,0,0
"0120","8300",,1588,5691,22764,86,37,23,16,6,2,0,2,0,0
"0120","8400","A",0,0,0,2,1,0,1,0,0,0,0,0,0
"0120","8600","G",0,0,0,127,80,23,16,4,1,3,0,0,0
"0120","8700","F",0,0,0,71,45,15,1,7,2,1,0,0,0
"0120","8900","B",0,0,0,6,3,2,1,0,0,0,0,0,0
"0120","899\",,111,781,3495,5,0,3,1,0,1,0,0,0,0
"0120","99--","A",0,0,0,35,34,0,1,0,0,0,0,0,0
"0160","----",,315911,1885962,7821073,20259,10564,4345,2611,1733,540,315,101,26,24
"0160","07--","G",0,0,0,283,212,35,23,13,0,0,0,0,0
"0160","0700","G",0,0,0,280,209,35,23,13,0,0,0,0,0
"0160","0800","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0160","0900","A",0,0,0,2,2,0,0,0,0,0,0,0,0
"0160","098\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","10--",,238,1531,12018,21,9,5,2,5,0,0,0,0,0
"0160","1000",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","1200",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","1300","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0160","1400","C",0,0,0,20,8,5,2,5,0,0,0,0,0
"0160","149\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","15--",,13173,96533,462706,2088,1394,357,207,100,21,8,1,0,0
"0160","1500",,3498,26084,119850,657,474,108,51,16,5,2,1,0,0
"0160","1600",,1115,9440,71628,106,47,19,24,14,2,0,0,0,0
"0160","1700",,8436,59718,266964,1322,873,230,131,70,12,6,0,0,0
"0160","179\",,124,1291,4264,3,0,0,1,0,2,0,0,0,0
"0160","20--",,37180,319324,1284884,817,277,152,112,133,60,54,19,6,4
"0160","2000",,2655,18712,78525,63,17,7,10,17,5,5,2,0,0
"0160","2100",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0160","2200",,2127,15822,61071,24,4,3,3,3,4,5,1,1,0
"0160","2300",,986,5308,22240,37,14,4,8,5,2,4,0,0,0
"0160","2400",,841,4179,17751,62,25,18,6,10,2,1,0,0,0
"0160","2500",,416,2383,10027,13,4,1,3,3,0,2,0,0,0
"0160","2600","H",0,0,0,28,6,1,1,5,6,6,2,1,0
"0160","2700","I",0,0,0,184,67,49,29,22,6,5,4,1,1
"0160","2800",,3846,50130,199372,25,6,1,5,4,3,2,1,2,1
"0160","2900",,142,951,6292,14,9,1,2,1,1,0,0,0,0
"0160","3000",,2086,12845,52830,38,6,3,7,10,5,6,1,0,0
"0160","3100",,187,716,2717,7,1,4,0,0,2,0,0,0,0
"0160","3200",,1726,16724,75822,42,21,4,3,6,4,2,2,0,0
"0160","3300",,667,5563,22677,9,3,0,2,2,0,1,1,0,0
"0160","3400",,2156,18503,72597,65,20,14,8,13,3,6,1,0,0
"0160","3500","I",0,0,0,78,25,15,9,17,7,3,0,0,2
"0160","3600",,393,2723,11053,16,8,1,1,4,1,1,0,0,0
"0160","3700",,773,5307,25044,18,7,3,2,3,0,2,1,0,0
"0160","3800","F",0,0,0,28,7,7,4,4,5,1,0,0,0
"0160","3900","G",0,0,0,37,17,8,6,3,2,0,0,1,0
"0160","399\",,1717,27964,106720,29,10,8,3,1,2,2,3,0,0
"0160","40--",,13793,113897,452309,714,337,127,86,92,45,22,3,2,0
"0160","4100","G",0,0,0,72,20,13,6,15,12,6,0,0,0
"0160","4200",,3398,22005,95547,298,156,55,35,36,12,4,0,0,0
"0160","4400",,105,652,2807,13,8,3,1,0,1,0,0,0,0
"0160","4500",,914,6706,25762,24,2,4,7,4,5,2,0,0,0
"0160","4600","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0160","4700",,616,3071,12808,124,77,31,12,4,0,0,0,0,0
"0160","4800","H",0,0,0,140,58,14,20,26,12,7,2,1,0
"0160","4900",,1935,24131,102538,37,14,6,3,6,3,3,1,1,0
"0160","497\",,65,411,1648,5,2,0,2,1,0,0,0,0,0
"0160","50--",,18782,154836,629194,1322,584,287,234,148,45,18,6,0,0
"0160","5000","J",0,0,0,908,414,203,160,100,21,9,1,0,0
"0160","5100","I",0,0,0,399,167,83,70,45,22,8,4,0,0
"0160","519\","F",0,0,0,15,3,1,4,3,2,1,1,0,0
"0160","52--",,70607,240677,996980,5413,2428,1375,809,553,149,82,13,3,1
"0160","5200",,2477,11825,50364,210,94,55,40,14,1,6,0,0,0
"0160","5300",,7575,23017,98587,124,30,26,14,4,25,19,5,1,0
"0160","5400",,12545,34758,144940,671,262,232,67,56,18,29,7,0,0
"0160","5500",,6462,36660,157713,529,205,158,86,54,20,6,0,0,0
"0160","5600",,4586,11176,45147,492,170,178,98,39,6,1,0,0,0
"0160","5700",,2545,10483,41956,355,174,117,43,15,5,1,0,0,0
"0160","5800",,20960,43360,184875,1724,809,299,274,267,63,12,0,0,0
"0160","5900",,10242,36198,156078,1263,665,302,183,98,9,5,1,0,0
"0160","599\",,3215,33200,117320,45,19,8,4,6,2,3,0,2,1
"0160","60--",,27075,207468,839965,1844,1001,422,234,112,37,18,15,2,3
"0160","6000",,8171,55992,229715,401,82,168,96,27,13,9,4,2,0
"0160","6100",,1138,8385,34454,95,54,19,8,11,2,1,0,0,0
"0160","6200",,1100,19968,77887,99,63,15,7,10,3,0,1,0,0
"0160","6300",,10224,81593,318493,165,75,15,24,24,10,5,9,0,3
"0160","6400",,2798,20629,88985,428,270,95,41,15,6,0,1,0,0
"0160","6500","H",0,0,0,612,428,104,52,23,3,2,0,0,0
"0160","6700","E",0,0,0,41,28,6,5,1,0,1,0,0,0
"0160","679\","B",0,0,0,3,1,0,1,1,0,0,0,0,0
"0160","70--",,133747,746516,3116191,7651,4223,1581,901,577,183,113,44,13,16
"0160","7000","H",0,0,0,154,78,19,28,18,6,2,3,0,0
"0160","7200","H",0,0,0,579,368,123,60,20,3,3,2,0,0
"0160","7300",,18083,79296,323665,948,551,153,85,86,39,25,6,1,2
"0160","7500","H",0,0,0,533,347,131,41,9,5,0,0,0,0
"0160","7600",,1375,7887,33145,177,101,42,22,8,2,2,0,0,0
"0160","7800",,770,2101,8427,79,36,21,14,5,3,0,0,0,0
"0160","7900","H",0,0,0,314,177,46,47,35,8,1,0,0,0
"0160","8000",,42594,259999,1110036,1480,730,383,168,98,36,33,19,6,7
"0160","8100",,3470,27774,119820,559,393,78,46,36,4,2,0,0,0
"0160","8200","J",0,0,0,199,74,40,26,27,12,7,6,2,5
"0160","8300",,14114,53282,218496,824,305,172,177,117,36,11,5,1,0
"0160","8400",,198,662,2782,19,10,4,1,3,1,0,0,0,0
"0160","8600",,8202,37460,153090,919,529,216,101,42,21,9,1,0,0
"0160","8700",,12373,111285,468528,765,480,131,67,60,6,16,2,2,1
"0160","8900","E",0,0,0,60,33,13,10,4,0,0,0,0,0
"0160","899\",,2911,34832,138642,42,11,9,8,9,1,2,0,1,1
"0160","99--","C",0,0,0,106,99,4,3,0,0,0,0,0,0
"0200","----",,261824,1519313,6313229,16817,8768,3333,2234,1576,526,275,73,19,13
"0200","07--",,1567,5045,24089,191,112,33,33,10,2,0,1,0,0
"0200","0700","G",0,0,0,190,111,33,33,10,2,0,1,0,0
"0200","0800","A",0,0,0,1,1,0,0,0,0,0,0,0,0
"0200","0900",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0200","098\",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0200","10--",,441,6470,20373,40,24,8,2,3,3,0,0,0,0
"0200","1000","B",0,0,0,6,4,0,1,1,0,0,0,0,0
"0200","1200","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0200","1300",,108,772,3416,25,18,5,1,1,0,0,0,0,0
"0200","1400",,192,1338,5672,7,2,2,0,1,2,0,0,0,0
"0200","149\","B",0,0,0,1,0,0,0,0,1,0,0,0,0
"0200","15--",,22230,127174,535517,1947,1077,350,248,188,58,19,7,0,0
"0200","1500",,5690,30240,133595,692,441,121,80,32,11,5,2,0,0
"0200","1600",,2171,13631,60085,71,18,12,14,12,8,7,0,0,0
"0200","1700","J",0,0,0,1183,618,216,154,144,39,7,5,0,0
"0200","179\","A",0,0,0,1,0,1,0,0,0,0,0,0,0
"0200","20--",,28559,225741,940119,812,354,142,127,109,41,26,4,4,5
"0200","2000","G",0,0,0,43,14,8,7,8,2,4,0,0,0
"0200","2100",,0,0,0,0,0,0,0,0,0,0,0,0,0
"0200","2200","A",0,0,0,3,3,0,0,0,0,0,0,0,0
"0200","2300","F",0,0,0,24,10,6,3,3,0,1,0,1,0
"0200","2400",,1042,5078,19558,57,19,12,8,15,1,2,0,0,0
"0200","2500",,337,1439,6358,38,22,4,5,7,0,0,0,0,0
"0200","2600",,346,1670,7951,7,1,1,2,1,1,1,0,0,0
