msa02	mmurd02	mrape02	mrobt02	mrobg02	massg02	massa02	mburg02	mlarc02	mmoto02	mpop02	mpopcm02	mpopg302	mpopl302	mpoprp02	mpopgn02	mpopna02	mct02	mctna02	mctcm02	mctg302	mctl302	mrmurd02	mrrobt02	mrassa02	mrburg02	mrlarc02	mrmoto02	mrrape02	mrrobg02	mrassg02
500	9.027904903	56.1533301	170.8368534	8	9	282.8211621	1353.320582	6083.940585	549.1069671	160451	158824	1117	510	160451	53817	0	8	0	6	1	1	5.6	106.5	176.3	843.4	3791.8	342.2	35	14.9	16.7
520	356.9164454	1057.483974	9228.614726	5030	2860.012114	11978.61822	37689.07866	114753.3789	24665.85315	4299988	4164587	82099	53302	4299988	3654563	0	108	0	86	12	10	8.3	214.6	278.6	876.5	2668.7	573.6	24.6	137.6	78.3
560	12	91	596	186	73	1009	2633	12435	642	362299	362299	0	0	362299	362299	0	33	0	33	0	0	3.3	164.5	278.5	726.7	3432.2	177.2	25.1	51.3	20.1
580	7	60.37955042	155.7325712	121.6815823	136.3121756	453.6753402	1669.636056	4005.760504	231.0167366	116111	116111	0	0	116111	116111	0	5	0	5	0	0	6	134.1	390.7	1438	3449.9	199	52	104.8	117.4
600	23.02063497	241.4654765	636.9871406	308	200	674.956354	4164.829982	14388.22619	1776.99663	495578	493438	1897	243	495578	493438	0	20	0	18	1	1	4.6	128.5	136.2	840.4	2903.3	358.6	48.7	62.4	40.5
640	39	502	1403	424	547	2895	10985	42239	4098	1305388	1305388	0	0	1305388	1305388	0	36	0	36	0	0	3	107.5	221.8	841.5	3235.7	313.9	38.5	32.5	41.9
680	51	220	779	193	202	2321	6515	15842	3420	685953	685953	0	0	685953	685953	0	10	0	10	0	0	7.4	113.6	338.4	949.8	2309.5	498.6	32.1	28.1	29.4
720	317	631	7743	1309	828	17358	20892	74925	12952	2630914	2630914	0	0	2630914	1959886	0	17	0	17	0	0	12	294.3	659.8	794.1	2847.9	492.3	24	66.8	42.2
733	0.006783534	24.19400907	26.16687493	9	1	57.39412332	722.0315613	3150.053447	150.6613946	147140	146570	0	570	147140	146570	0	14	0	13	0	1	0	17.8	39	490.7	2140.9	102.4	16.4	6.1	0.7
743	8.767586352	54.05046256	71.16673641	10	32	831.2118413	1482.897253	3784.00257	298.4607388	224984	190876	30635	3473	224984	190876	0	15	0	12	2	1	3.9	31.6	369.5	659.1	1681.9	132.7	24	5.2	16.8
760	86.21579877	261.214397	1409.17917	852	694	2629.076346	8389.431961	25144.45675	2509.768782	604739	601482	0	3257	604739	601482	0	15	0	13	0	2	14.3	233	434.7	1387.3	4157.9	415	43.2	141.7	115.4
840	19	314	702	271	176	1285	4343	13342	1444	402229	402229	0	0	402229	402229	0	18	0	18	0	0	4.7	174.5	319.5	1079.7	3317	359	78.1	67.4	43.8
860	4	103	90	26	30	225	1685	6350	539	171763	167882	3881	0	171763	167882	0	8	0	7	1	0	2.3	52.4	131	981	3697	313.8	60	15.5	17.9
870	8.731053395	115.6934375	101.8574444	36.99797423	107.9979742	668.5081096	1292.265565	4400.395086	417.2005681	164284	150007	13677	600	164284	150007	0	21	0	18	2	1	5.3	62	406.9	786.6	2678.5	254	70.4	24.7	72
875	28	98	1594	373	197	1774	5488	19719	4648	1401881	1401881	0	0	1401881	1401881	0	86	0	86	0	0	2	113.7	126.5	391.5	1406.6	331.6	7	26.6	14.1
880	0	16	69	32	34	237	520	4829	349	130387	130387	0	0	130387	130387	0	3	0	3	0	0	0	52.9	181.8	398.8	3703.6	267.7	12.3	24.5	26.1
920	34.02948431	163.8271832	512.0404768	178	97	630.2445658	4845.989421	13040.32865	1654.457346	367459	323105	16002	28352	367459	232788	0	12	0	10	1	1	9.3	139.3	171.5	1318.8	3548.8	450.2	44.6	76.5	41.7
960	9	59	128.9825175	24	19	299.9825175	897	5276.491259	200.9825175	254727	254727	0	0	254727	254727	0	10	0	10	0	0	3.5	50.6	117.8	352.1	2071.4	78.9	23.2	9.4	7.5
1000	85.6090724	416.6121566	1854.657449	335.9022725	200.9511362	2754.698866	8857.108459	26659.33326	3752.093354	929271	843226	0	86045	929271	598254	0	57	0	37	0	20	9.2	199.6	296.4	953.1	2868.8	403.8	44.8	56.1	33.6
1010	2	21	19	1	0	41	296	1866	175	93525	93525	0	0	93525	93525	0	4	0	4	0	0	2.1	20.3	43.8	316.5	1995.2	187.1	22.5	1.1	0
1020	7	52	42	14	2	157	676	3063	228	122121	122121	0	0	122121	122121	0	2	0	2	0	0	5.7	34.4	128.6	553.5	2508.2	186.7	42.6	11.5	1.6
1040	0	0	0	0	0	0	0	0	0	152630	0	0	0	0	0	152630	10	10	0	0	0									
1080	12	252	145	53	237	1048	3177	12864	1269	448110	448110	0	0	448110	448110	0	9	0	9	0	0	2.7	32.4	233.9	709	2870.7	283.2	56.2	11.8	52.9
1123	152.8992622	1698.118068	6435.492447	1521	1087	18004.69835	26534.50914	98876.4787	23363.56929	6147851	5257754	438738	451359	6147851	5184818	0	298	0	239	21	38	2.5	104.7	292.9	431.6	1608.3	380	27.6	29.3	21
1125	6.044605259	106.1482706	72.60773926	28	42	444.5145252	1301.505096	5332.030559	421.3625858	282707	206761	74486	1460	282707	206761	0	8	0	5	2	1	2.1	25.7	157.2	460.4	1886.1	149	37.5	13.5	20.3
1145	10.92689232	110.9622975	124.325637	56.48365764	58.79346305	433.1759048	1571.514994	4868.1034	508.9300291	252527	251687	0	840	252527	251687	0	18	0	17	0	1	4.3	49.2	171.5	622.3	1927.8	201.5	43.9	22.4	23.4
1150	1	185	116	27	68	622	2039	5476	708	238852	238852	0	0	238852	238852	0	5	0	5	0	0	0.4	48.6	260.4	853.7	2292.6	296.4	77.5	11.3	28.5
1240	11	108	279	39	131	1110	3159	17005	955	350147	350147	0	0	350147	350147	0	11	0	11	0	0	3.1	79.7	317	902.2	4856.5	272.7	30.8	11.1	37.4
1260	6	106	98	25	61	490	1402	6093	344	159199	159199	0	0	159199	159199	0	3	0	3	0	0	3.8	61.6	307.8	880.7	3827.3	216.1	66.6	15.7	38.3
1280	48	308.3636364	2106.545455	685	481	2979.99436	7229.073988	23805.69929	3643.198961	1181277	1150736	30541	0	1181277	1150736	0	29	0	27	2	0	4.1	178.3	252.3	612	2015.3	308.4	26.1	59.5	41.8
1303	9	39	35	1	17	186	1446	4377	335	201427	201427	0	0	201427	143370	0	16	0	16	0	0	4.5	17.4	92.3	717.9	2173	166.3	19.4	0.7	11.9
1320	14.36869975	160.0499338	517.9699032	157.9925616	110.995041	560.8122989	3498.434989	9841.733264	1010.594647	409375	303983	30415	74977	409375	303983	0	24	0	15	5	4	3.5	126.5	137	854.6	2404.1	246.9	39.1	52	36.5
1350	3	14	18	7	11	149	667	2317	192	67196	67196	0	0	67196	67196	0	4	0	4	0	0	4.5	26.8	221.7	992.6	3448.1	285.7	20.8	10.4	16.4
1360	2.104757302	67.43322643	110.4331825	21	39	330.3847308	1454.792875	6296.833726	389.0326289	192385	185882	0	6503	192385	185882	0	5	0	4	0	1	1.1	57.4	171.7	756.2	3273	202.2	35.1	11.3	21
1400	0	0	0	0	0	0	0	0	0	182292	0	0	0	0	0	182292	12	12	0	0	0									
1440	53.14690741	294.4407724	1081.22175	553	679	3383.356524	5594.718845	18952.54097	3731.902175	562057	559258	1069	1730	562057	559258	0	23	0	19	3	1	9.5	192.4	602	995.4	3372	664	52.4	98.9	121.4
1480	14.16728824	79.90825239	235.9406162	85	277	728.9953884	2184.965001	6335.11363	1019.928674	250758	213283	10739	26736	250758	213283	0	23	0	12	7	4	5.6	94.1	290.7	871.3	2526.4	406.7	31.9	39.9	129.9
1520	105.0105098	553.3678485	3818.260319	2071.850983	1899.66863	7454.283621	19284.37712	49341.36876	6592.74669	1548103	1279857	255843	12403	1548103	1279857	0	44	0	32	9	3	6.8	246.6	481.5	1245.7	3187.2	425.9	35.7	161.9	148.4
1540	4	62	103	41	70	408	570	3019	260	164423	164423	0	0	164423	164423	0	4	0	4	0	0	2.4	62.6	248.1	346.7	1836.1	158.1	37.7	24.9	42.6
1560	38	172	728.0909091	365	598.6931007	2456.63907	4753.863312	15994.57949	2132.727787	477446	474345	3101	0	477446	474345	0	26	0	24	2	0	8	152.5	514.5	995.7	3350	446.7	36	76.9	126.2
1580	2	40	33	18	14	108	321	2640	122	82418	82418	0	0	82418	82418	0	3	0	3	0	0	2.4	40	131	389.5	3203.2	148	48.5	21.8	17
1600	681	0	18888	0	0	25848	27754	105305	25945	8393561	3321381	0	0	0	0	5072180	305	296	9	0	0	20.5	568.7	778.2	835.6	3170.5	781.2			
1620	4	74	148	36	11	449	2078	4129	1455	210636	110456	100180	0	210636	110456	0	6	0	5	1	0	1.9	70.3	213.2	986.5	1960.3	690.8	35.1	32.6	10
1640	89.99216138	667.8029487	3031.655009	849.0955468	346.6874068	2292.904192	11464.21721	37638.75163	5466.508697	1657052	1248541	5368	131698	1385607	1248541	271445	101	33	46	2	20	6.5	218.8	165.5	827.4	2716.4	394.5	48.2	68	27.8
1660	11	75	168	93	142	594	1519	6184	394	210505	167795	0	0	167795	167795	42710	7	4	3	0	0	6.6	100.1	354	905.3	3685.4	234.8	44.7	55.4	84.6
1680	105.5030753	956.916342	4132.810031	1521	493	3685.840136	15236.96139	38939.80898	8093.543077	2264381	1663747	168147	432487	2264381	1613489	0	104	0	63	11	30	4.7	182.5	162.8	672.9	1719.7	357.4	42.3	94.3	30.6
1720	39.05196818	258.8228295	515.8470814	246	363	1476.323753	4735.068744	15175.50737	1884.363891	541600	523977	15922	1701	541600	523977	0	8	0	5	1	2	7.2	95.2	272.6	874.3	2802	347.9	47.8	46.9	69.3
1740	3	37	105	35	22	343	663	3910	265	137327	137327	0	0	137327	137327	0	6	0	6	0	0	2.2	76.5	249.8	482.8	2847.2	193	26.9	25.5	16
1760	42.90846317	292.8169263	1170.449524	673.7253895	727.7184844	3433.232552	6297.512812	19024.95155	2882.718484	549421	548026	1395	0	549421	548026	0	18	0	16	2	0	7.8	213	624.9	1146.2	3462.7	524.7	53.3	122.9	132.8
1800	25.09766716	33.39554256	408.2223993	308.9460683	292.5104745	550.8946752	2417.535303	9756.747819	1197.986085	285336	282368	1183	1785	285336	282368	0	13	0	9	2	2	8.8	143.1	193.1	847.3	3419.4	419.9	11.7	109.4	103.6
1840	104.7641628	981.0651495	4132.04397	2007	1061	2758.032679	22700.76118	57306.41625	9527.801042	1549398	1409838	39594	99966	1549398	1409838	0	52	0	36	5	11	6.8	266.7	178	1465.1	3698.6	614.9	63.3	142.4	75.3
1880	23	287.8934243	558.7210916	118.7868486	216.4671215	1571.990942	4483.39913	16845.01823	1624.950124	397732	397732	0	0	397732	397732	0	15	0	15	0	0	5.8	140.5	395.2	1127.2	4235.3	408.6	72.4	29.9	54.4
1890	0	19.79500862	27.35062279	1.124598663	1.499821628	94.0670224	472.6235209	2317.923285	141.3550745	80440	9204	71236	0	80440	9204	0	4	0	2	2	0	0	34	116.9	587.5	2881.6	175.7	24.6	12.2	16.3
1900	2.033137783	29.25289361	24.70286983	8	24	241.9533851	605.9700333	1865.822967	119.5557461	104197	102427	1011	759	104197	102427	0	11	0	9	1	1	2	23.7	232.2	581.6	1790.7	114.7	28.1	7.8	23.4
1920	285.4986298	1379.03771	10021.6439	4872.854492	4225.583852	13413.86623	40176.97582	123266.7093	27638.90816	3675763	3671618	0	4145	3675763	3671618	0	109	0	107	0	2	7.8	272.6	364.9	1093	3353.5	751.9	37.5	132.7	115.1
1950	10	25.09090909	81	36	48	268	469.0909091	1804.090909	146.0909091	113502	109515	3987	0	113502	109515	0	5	0	2	3	0	8.8	71.4	236.1	413.3	1589.5	128.7	22.1	32.9	43.8
1960	7	78	254	50	132	1376	1906	7048	493	362554	159234	0	0	159234	159234	203320	29	24	5	0	0	4.4	159.5	864.1	1197	4426.2	309.6	49	31.4	82.9
2000	57.50372039	533.3637621	1863.190055	563.1081703	346	1313.975545	9780.430816	28832.62558	5238.433724	956261	850179	42988	63094	956261	750888	0	44	0	31	5	8	6	194.8	137.4	1022.8	3015.1	547.8	55.8	75	46.1
2020	32.22754722	251.8913135	722.5652744	221	288	2256.329107	5638.390664	12972.68336	1930.950026	515725	511230	0	4495	515725	511230	0	18	0	17	0	1	6.2	140.1	437.5	1093.3	2515.4	374.4	48.8	43.2	56.3
2030	6.151055659	24.20069883	123.1230448	66	36	151.9135118	1185.017471	3642.581387	211.3661596	147243	144423	0	2820	147243	144423	0	13	0	10	0	3	4.2	83.6	103.2	804.8	2473.9	143.5	16.4	45.7	24.9
2040	0	0	0	0	0	0	0	0	0	116381	0	0	0	0	0	116381	7	7	0	0	0									
2080	104.7145619	1052.942704	2495.602447	851.9956472	971.9869415	5049.27307	16799.16789	63045.90769	18010.85155	2192356	2057131	1484	133741	2192356	1918915	0	38	0	31	3	4	4.8	113.8	230.3	766.3	2875.7	821.5	48	44.4	50.7
2120	12.19537084	159.6288408	354.4028352	100	70	809.838105	2961.777471	16506.33414	1487.900619	457650	442012	3510	12128	457650	442012	0	23	0	19	2	2	2.7	77.4	177	647.2	3606.8	325.1	34.9	22.6	15.8
2160	495.8584494	1922.446484	8583.226518	4324	4814.149513	20701.91909	31722.45272	92905.46877	36834.34072	4491605	4374662	86225	30718	4491605	4374662	0	131	0	122	5	4	11	191.1	460.9	706.3	2068.4	820.1	42.8	98.8	110
2180	3.042055279	56.84799387	145.6672672	40.05251334	26.14003557	235.8215613	1140.917114	3671.938554	286.859343	139142	93901	0	45241	139142	93901	0	19	0	10	0	9	2.2	104.7	169.5	820	2639	206.2	40.9	42.7	27.8
2190	3.042987971	68.30689476	128.0198001	50.30776993	143.7436932	681.8538665	780.719305	3262.934086	247.7854897	130543	128563	1312	668	130543	128563	0	11	0	9	1	1	2.3	98.1	522.3	598.1	2499.5	189.8	52.3	39.1	111.8
2200	1	20	8	2	1	171	481.8903704	1583.958519	153.862963	89461	89461	0	0	89461	89461	0	3	0	3	0	0	1.1	8.9	191.1	538.7	1770.6	172	22.4	2.2	1.1
2240	4	105	122	21	30	373	2020	7286	610	248526	248526	0	0	248526	248526	0	18	0	18	0	0	1.6	49.1	150.1	812.8	2931.7	245.4	42.2	8.4	12.1
2281	6.102808167	48.89713653	194.1945732	60	53	444.4897902	905.9587976	4152.312689	294.6857221	282823	277970	0	4853	282823	277970	0	14	0	12	0	2	2.2	68.7	157.2	320.3	1468.2	104.2	17.3	21.6	19.1
2290	1.008696067	28.30146366	22.6087247	7	3	152.3270199	727.6379979	3398.901035	233.1728573	150481	148999	0	1482	150481	148999	0	12	0	11	0	1	0.7	15	101.2	483.5	2258.7	155	18.8	4.7	2
2320	17	272	601	158	277	3410	2711	20754	2247	709871	709871	0	0	709871	709871	0	6	0	6	0	0	2.4	84.7	480.4	381.9	2923.6	316.5	38.3	22.3	39
2330	7.953803148	37.95380315	182	93	23	280.7228189	1662.307047	5151.070472	499.4456378	185154	185154	0	0	185154	185154	0	4	0	4	0	0	4.3	98.3	151.6	897.8	2782	269.7	20.5	50.2	12.4
2335	2	33	43	10	29	231.4	400.8	2287.2	61.4	91939	80647	11292	0	91939	80647	0	6	0	5	1	0	2.2	46.8	251.7	435.9	2487.7	66.8	35.9	12.4	36
2340	0	35	25	8	51	195	685	2096	135	58534	58534	0	0	58534	58534	0	3	0	3	0	0	0	42.7	333.1	1170.3	3580.8	230.6	59.8	13.7	87.1
2360	7.147154842	116.086349	243.153229	65	26	405.8085157	1481.685855	4626.187755	336.3209608	282078	276832	0	5246	282078	276832	0	12	0	10	0	2	2.5	86.2	143.9	525.3	1640	119.2	41.2	23.5	9.4
2400	6	97	221	62	88	493	2486	11858	1506	332409	332409	0	0	332409	332409	0	10	0	10	0	0	1.8	66.5	148.3	747.9	3567.3	453.1	29.2	18.7	26.5
2440	3.357917929	76.33428807	147.7110438	38	20	782.0762875	1457.865822	6058.775654	433.4418617	300011	234779	0	19836	254615	234779	45396	8	2	5	0	1	1.3	58	307.2	572.6	2379.6	170.2	30	16.2	8.5
2520	0	83	21	6	6	150	774	4298	346	173858	173858	0	0	173858	173858	0	6	0	6	0	0	0	12.1	86.3	445.2	2472.1	199	47.7	3.5	3.5
2560	40	98	678	357	332	1182	5084	11223	1163	313156	313156	0	0	313156	313156	0	4	0	4	0	0	12.8	216.5	377.4	1623.5	3583.8	371.4	31.3	114	106
2580	3.181818182	127	223.2181818	21	50	456.0545455	1586.363636	7112.690909	357.2727273	315389	190839	124550	0	315389	190839	0	14	0	10	4	0	1	70.8	144.6	503	2255.2	113.3	40.3	11	26.2
2620	2.140486073	71.86156995	71.41921579	3	28	585.1274393	1139.924093	5579.971984	400.6987862	129978	121230	3151	5597	129978	64977	0	8	0	5	1	2	1.6	54.9	450.2	877	4293	308.3	55.3	4.6	43.1
2640	39.01034007	240.1660824	662.4677196	282	551	1825.115686	4629.615191	11833.73766	2394.899413	441056	439708	978	370	441056	439708	0	24	0	21	2	1	8.8	150.2	413.8	1049.7	2683	543	54.5	64.1	125.3
2650	4.063957609	24.50838099	57.74571473	23	65	201.1974231	830.7095248	3021.127013	117.5422676	144217	143023	0	1194	144217	143023	0	13	0	11	0	2	2.8	40	139.5	576	2094.8	81.5	17	16.1	45.4
2655	4.13841565	64.88639253	248.7758192	131	182	827.1228684	1562.059622	5357.530918	569.6017341	128744	125948	1166	1630	128744	125948	0	8	0	5	1	2	3.2	193.2	642.5	1213.3	4161.4	442.4	50.4	104	144.5
2670	0	166	68.02558647	25.99684418	74.99684418	482.1118133	1409.479151	7376.775605	404.201196	263497	263497	0	0	263497	263497	0	6	0	6	0	0	0	25.8	183	534.9	2799.6	153.4	63	9.9	28.5
2680	90	468	2979	1117	743	5710	12717	42822	8310	1697228	1697228	0	0	1697228	1697228	0	30	0	30	0	0	5.3	175.5	336.4	749.3	2523.1	489.6	27.6	65.8	43.8
2700	42	165	794	385	409	1976	4773	11453	2312	461047	461047	0	0	461047	461047	0	4	0	4	0	0	9.1	172.2	428.6	1035.3	2484.1	501.5	35.8	83.5	88.7
2710	17	128	433	139	246	1486	3398	8217	943	334032	334032	0	0	334032	334032	0	7	0	7	0	0	5.1	129.6	444.9	1017.3	2459.9	282.3	38.3	41.6	73.6
2720	13.33333333	73.53333333	163.4	64	126	873.2666667	1746.066667	6853	480.0666667	210086	163912	46174	0	210086	163912	0	13	0	8	5	0	6.3	77.8	415.7	831.1	3262	228.5	35	39	76.9
2750	4	58	108	41	68	446	911	3644	278	178294	178294	0	0	178294	178294	0	6	0	6	0	0	2.2	60.6	250.1	511	2043.8	155.9	32.5	23	38.1
2760	29.71504269	167.7754126	551.9951158	339	48	480.5970618	3204.126727	12394.3538	1443.185315	508631	430976	0	77655	508631	430976	0	16	0	11	0	5	5.8	108.5	94.5	630	2436.8	283.7	33	78.7	11.1
2800	88.65019933	715.7757517	2858.808751	1007.402345	1359.672984	4946.500823	19813.20259	65777.40804	8300.502144	1778451	1778451	0	0	1778451	1778451	0	54	0	54	0	0	5	160.7	278.1	1114.1	3698.6	466.7	40.2	56.6	76.5
2840	69	314	1921	771	908	3551	8799	29875	10355	956408	956408	0	0	956408	956408	0	16	0	16	0	0	7.2	200.9	371.3	920	3123.7	1082.7	32.8	80.6	94.9
2880	5	37.17269306	104.2430431	47.06861824	57.24304307	658.7942723	1071.046409	3178.172037	366.5239763	104375	104375	0	0	104375	104375	0	9	0	9	0	0	4.8	99.9	631.2	1026.2	3045	351.2	35.6	45.1	54.8
2900	7	160	335	123	149	1361	2768	7429	895	227920	227920	0	0	227920	227920	0	9	0	9	0	0	3.1	147	597.1	1214.5	3259.5	392.7	70.2	54	65.4
2920	16.87229343	120.2166894	256.5630114	82.82372991	83.91338183	914.1341318	2477.946348	7578.497281	900.6563858	261292	201497	0	59795	261292	201497	0	12	0	11	0	1	6.5	98.2	349.9	948.3	2900.4	344.7	46	41.1	41.6
2960	91.901802	140.4282296	973.9088628	477	417	1604.043854	4273.635769	16151.62268	3624.010976	639521	618100	0	21421	639521	618100	0	25	0	22	0	3	14.4	152.3	250.8	668.3	2525.6	566.7	22	77.2	67.5
2975	3	38.33333333	10.33333333	4	12	290.3333333	502.6666667	2112.666667	62.66666667	125531	122839	2692	0	125531	122839	0	10	0	9	1	0	2.4	8.2	231.3	400.4	1683	49.9	30.5	3.3	9.8
2980	9.016098255	7.082580363	122.4056093	60.98030078	135.9474688	380.6083651	1525.919116	3431.564925	318.6735102	117143	116148	743	252	117143	116148	0	6	0	4	1	1	7.7	104.5	324.9	1302.6	2929.4	272	6	52.5	117
2985	0.020643421	51.88078596	13.38534386	2	1	79.4519206	586.8790828	2833.632316	257.2296666	97284	94876	0	2408	97284	94876	0	9	0	7	0	2	0	13.8	81.7	603.3	2912.7	264.4	53.3	2.1	1.1
2995	1.21978783	28.57088306	25.58254162	7	24	198.6499838	723.2238785	3087.956548	276.2348446	121803	111434	3175	7194	121803	111434	0	6	0	2	2	2	1	21	163.1	593.8	2535.2	226.8	23.5	6.3	21.5
3000	23.01673973	566.2783283	827.4397193	276.0015757	474.0031515	3523.94281	7938.551904	25856.23715	2730.760968	1100780	1095700	4481	599	1100780	1095700	0	36	0	33	2	1	2.1	75.2	320.1	721.2	2348.9	248.1	51.4	25.2	43.3
3040	3	21	37	5	53	254	373	4162	193	81004	81004	0	0	81004	81004	0	2	0	2	0	0	3.7	45.7	313.6	460.5	5138	238.3	25.9	6.2	65.4
3060	8.581537048	110.1538604	77.76593818	20.00750864	71.01621428	453.8224164	1509.861569	6340.731973	701.1115776	189546	170547	0	18999	189546	170547	0	21	0	14	0	7	4.5	41	239.4	796.6	3345.2	369.9	58.1	11.7	41.6
3080	4	81	86	13	41	288.2844395	1070.177167	4739.065563	384.4493719	230055	218739	11316	0	230055	218739	0	7	0	6	1	0	1.7	37.4	125.3	465.2	2060	167.1	35.2	5.9	18.7
3120	81.64456903	379.4883097	1921.584314	809.8145836	848	3446.799546	14300.85377	39859.49735	4037.621153	1293618	1278337	5191	10090	1293618	1278337	0	41	0	31	2	8	6.3	148.5	266.4	1105.5	3081.2	312.1	29.3	63.3	66.3
3150	12	38	270.910831	150	166	568.286648	2026.592437	5153.598973	381.375817	138300	138300	0	0	138300	138300	0	7	0	7	0	0	8.7	195.9	410.9	1465.4	3726.4	275.8	27.5	108.5	120
3160	64.07642582	485.9640693	1164.078714	530.9776972	1200.681568	5437.586264	9304.788172	27407.20335	3413.843054	985271	983911	460	900	985271	983911	0	38	0	36	1	1	6.5	118.1	551.9	944.4	2781.7	346.5	49.3	54	122
3180	6	29	111	32	64	327	759	2115	253	135950	135950	0	0	135950	135950	0	4	0	4	0	0	4.4	81.6	240.5	558.3	1555.7	186.1	21.3	23.5	47.1
3200	6.862281178	160.749998	364.2749952	83.79628294	45.31259316	893.8059055	3139.810894	11633.04492	975.4792761	336848	314773	0	22075	336848	314773	0	11	0	10	0	1	2	108.1	265.3	932.1	3453.5	289.6	47.7	26.6	14.4
3240	24.50952929	220.4469656	671.8365867	240	114	923.4576565	2487.586175	11275.0706	744.8376789	632171	563496	14861	53814	632171	563496	0	61	0	41	7	13	3.9	106.3	146.1	393.5	1783.5	117.8	34.9	42.6	20.2
3283	33	203	1504	536	167	1439	5150	21848	4530	993452	993452	0	0	993452	993452	0	33	0	33	0	0	3.3	151.4	144.8	518.4	2199.2	456	20.4	54	16.8
3285	12.79022432	34.12445162	173.65334	84	34	100.5191375	1150.14152	3204.500861	275.582278	112739	89973	0	22766	112739	89973	0	6	0	5	0	1	11.3	154	89.2	1020.2	2842.4	244.4	30.3	93.4	37.8
3290	16.25197032	56.71239739	190.486862	49	76	575.5075676	3174.882639	7767.604721	626.1622305	353354	145375	206027	1952	353354	145375	0	26	0	16	6	4	4.6	53.9	162.9	898.5	2198.3	177.2	16	33.7	52.3
3320	18	304	1072	119	139	1207	8932	37250	8488	900433	900433	0	0	900433	900433	0	1	0	1	0	0	2	119.1	134	992	4136.9	942.7	33.8	13.2	15.4
