msa03	mmurd03	mrape03	mrobt03	mrobg03	massg03	massa03	mburg03	mlarc03	mmoto03	mpop03	mpopcm03	mpopg303	mpopl303	mpoprp03	mpopgn03	mpopna03	mct03	mctna03	mctcm03	mctg303	mctl303	mrmurd03	mrrobt03	mrassa03	mrburg03	mrlarc03	mrmoto03	mrrape03	mrrobg03	mrassg03
640	53.09090909	413.6363636	1428.090909	383	474	2863.537151	11510.29295	45354.22525	3756.636364	1370270	1295264	75006	0	1370270	1295264	0	37	0	35	2	0	3.9	104.2	209	840	3309.9	274.2	30.2	29.6	36.6
680	46	203	784	192	244	2709	7189	17743	4451	701341	701341	0	0	701341	701341	0	10	0	10	0	0	6.6	111.8	386.3	1025	2529.9	634.6	28.9	27.4	34.8
720	341	653	7254	1233	786	14941	19338	67836	13003	2626193	2626193	0	0	2626193	1981639	0	17	0	17	0	0	13	276.2	568.9	736.4	2583.1	495.1	24.9	62.2	39.7
733	3	15	29	5	1	61.33333333	844.6666667	3445.333333	153.3333333	147286	144360	2926	0	147286	144360	0	14	0	13	1	0	2	19.7	41.6	573.5	2339.2	104.1	10.2	3.5	0.7
743	2.08457521	113.4880665	59.68816491	19	39	981.350356	1696.107498	3403.378272	291.8486639	228777	223154	0	5623	228777	223154	0	15	0	14	0	1	0.9	26.1	429	741.4	1487.6	127.6	49.6	8.5	17.5
760	58.35943938	241.1388851	1369.599221	899	794	2941.624648	7573.001614	24579.28323	2700.25847	616368	598678	13920	3770	616368	509948	0	15	0	10	2	3	9.5	222.2	477.3	1228.6	3987.8	438.1	39.1	176.3	155.7
840	23	159	625	268	187	1314	4655	12789.09091	1323.090909	388186	387659	527	0	388186	387659	0	18	0	17	1	0	5.9	161	338.5	1199.2	3294.6	340.8	41	69.1	48.2
860	3	108	83	25	23	229	1951	6238	506	176156	176156	0	0	176156	176156	0	9	0	9	0	0	1.7	47.1	130	1107.5	3541.2	287.2	61.3	14.2	13.1
870	5.013517906	114.4267278	75.20177342	23.99825131	74.99591973	584.5230164	1088.502369	3610.440377	347.9739035	162762	143915	18266	581	162762	143915	0	20	0	16	3	1	3.1	46.2	359.1	668.8	2218.2	213.8	70.3	16.7	52.1
875	36	123	1547	372	181	1832	4702	18438	4053	1399531	1399531	0	0	1399531	1399531	0	86	0	86	0	0	2.6	110.5	130.9	336	1317.4	289.6	8.8	26.6	12.9
880	3	23	73	22	41	215	724	4895	412	132804	132804	0	0	132804	132804	0	3	0	3	0	0	2.3	55	161.9	545.2	3685.9	310.2	17.3	16.6	30.9
920	24.74473057	187.3041287	472.0505108	147	85	462.3759131	5337.758151	12327.93563	1478.843135	370089	290223	49974	29892	370089	290223	0	12	0	10	1	1	6.7	127.6	124.9	1442.3	3331.1	399.6	50.6	50.7	29.3
960	4	55.36363636	125.0909091	21	11	243.7985846	808.2727273	5065.499183	166.6363636	252525	236327	16198	0	252525	236327	0	10	0	8	2	0	1.6	49.5	96.5	320.1	2005.9	66	21.9	8.9	4.7
1000	107.5765725	385.9164988	2121.058529	410.001514	197.003028	2731.328267	9492.959469	27580.95208	4571.825782	938138	872451	0	65687	938138	632275	0	57	0	43	0	14	11.5	226.1	291.1	1011.9	2940	487.3	41.1	64.8	31.2
1010	2	14	5	2	2	43	215	1560	142	96307	94451	1856	0	96307	94451	0	5	0	4	1	0	2.1	5.2	44.6	223.2	1619.8	147.4	14.5	2.1	2.1
1020	2	23	35	14	2	126	739	2930	163	121949	121949	0	0	121949	121949	0	2	0	2	0	0	1.6	28.7	103.3	606	2402.6	133.7	18.9	11.5	1.6
1040	0	0	0	0	0	0	0	0	0	155102	0	0	0	0	0	155102	10	10	0	0	0									
1080	12	262	135	41	171	1000	3224	12739	1242	473399	471899	1500	0	473399	471899	0	9	0	8	1	0	2.5	28.5	211.2	681	2691	262.4	55.3	8.7	36.2
1123	121.4144216	1629.60092	7029.288612	1787	1338	17499.18119	28764.37175	94611.38002	21896.00584	6164637	5669060	192100	303477	6164637	5540342	0	298	0	257	12	29	2	114	283.9	466.6	1534.7	355.2	26.4	32.3	24.2
1125	2.440472422	100.3757451	71.72610797	11	34.6464504	584.8204086	1333.243905	6434.180325	489.1240493	282162	182405	98363	1394	282162	182405	0	8	0	4	3	1	0.9	25.4	207.3	472.5	2280.3	173.3	35.6	6	19
1145	8.94868677	87.92242218	92.28161479	25.74343385	39.58949416	305.4092899	1808.069066	4531.689202	399.0488813	261256	261256	0	0	261256	261256	0	17	0	17	0	0	3.4	35.3	116.9	692.1	1734.6	152.7	33.7	9.9	15.2
1150	6	175	104	39	68	708	1735	4715	583	238604	238604	0	0	238604	238604	0	5	0	5	0	0	2.5	43.6	296.7	727.1	1976.1	244.3	73.3	16.3	28.5
1240	12	114	270	40	130	1201	3407	15712	896	359058	359058	0	0	359058	359058	0	12	0	12	0	0	3.3	75.2	334.5	948.9	4375.9	249.5	31.7	11.1	36.2
1260	6	130	107	22	78	574	1565	6069	311	158526	158526	0	0	158526	158526	0	3	0	3	0	0	3.8	67.5	362.1	987.2	3828.4	196.2	82	13.9	49.2
1280	82.27272727	357.8119931	2154.636364	624	596.3009674	3126.266539	7582.28859	25071.51067	3821.601935	1165126	1031966	133160	0	1165126	1031966	0	28	0	24	4	0	7.1	184.9	268.3	650.8	2151.8	328	30.7	60.5	57.8
1303	5.08927225	59.67385469	37.02663088	5	35	273.1237748	1206.012727	4147.84121	246.119462	203769	196369	0	7400	203769	184552	0	16	0	14	0	2	2.5	18.2	134	591.9	2035.6	120.8	29.3	2.7	19
1320	6.974027566	86.71541955	239.8373198	22.9947851	13.99217765	333.3978472	2604.026065	8626.373302	647.2777301	407624	230928	58420	118276	407624	230928	0	24	0	12	7	5	1.7	58.8	81.8	638.8	2116.3	158.8	21.3	10	6.1
1350	5	16	17	6	3	119	676	2619	226	67679	67679	0	0	67679	67679	0	4	0	4	0	0	7.4	25.1	175.8	998.8	3869.7	333.9	23.6	8.9	4.4
1360	4.139256546	57.57384513	109.351761	18	29	329.3446672	1449.683386	5912.328939	385.0433145	195455	188918	0	6537	195455	188918	0	5	0	4	0	1	2.1	55.9	168.5	741.7	3024.9	197	29.5	9.5	15.4
1400	0	0	0	0	0	0	0	0	0	183928	0	0	0	0	0	183928	12	12	0	0	0									
1440	51.18181818	302	1035.090909	559	619	3320.272727	5382.181818	16851	2835.090909	568142	566163	1979	0	568142	566163	0	24	0	22	2	0	9	182.2	584.4	947.3	2966	499	53.2	98.7	109.3
1480	18.24264766	62.08896052	194.8209095	72	244	747.6612036	2132.143093	5169.945154	683.9615572	249187	208119	34962	6106	249187	208119	0	23	0	11	5	7	7.3	78.2	300	855.6	2074.7	274.5	24.9	34.6	117.2
1520	104.741667	543.2978792	3597.362219	1980	2006	7448.471794	18945.55542	50448.01426	9047.904211	1601365	1261351	331612	8402	1601365	1261351	0	44	0	30	11	3	6.5	224.6	465.1	1183.1	3150.3	565	33.9	157	159
1540	10	69	95	33	42	313	500	3146	264	166287	166287	0	0	166287	166287	0	4	0	4	0	0	6	57.1	188.2	300.7	1891.9	158.8	41.5	19.8	25.3
1560	31.33414239	147	592.6068697	318.3341424	545	2172.563842	4399.961827	15835.53781	2162.427479	475410	467388	8022	0	475410	467388	0	27	0	25	2	0	6.6	124.7	457	925.5	3330.9	454.9	30.9	68.1	116.6
1580	1	35	29	10	18	116	376	2487	145	83315	83315	0	0	83315	83315	0	3	0	3	0	0	1.2	34.8	139.2	451.3	2985.1	174	42	12	21.6
1600	622	0	17704	0	0	20703	27180	105467	23504	8484669	3310885	0	0	0	0	5173784	306	297	9	0	0	18.8	534.7	625.3	820.9	3185.5	709.9			
1620	10.33333333	104.3333333	128.6666667	29	12	499.3333333	2540	4405.333333	1280.333333	211398	114420	96978	0	211398	114420	0	6	0	5	1	0	4.9	60.9	236.2	1201.5	2083.9	605.7	49.4	25.3	10.5
1640	87.28367576	664.5446967	2830.111405	710.2168376	381.8533033	1936.597785	11204.24808	39458.87495	5402.860057	1671172	1261123	38940	103710	1403773	1261123	267399	100	30	48	6	16	6.2	201.6	138	798.2	2810.9	384.9	47.3	56.3	30.3
1660	6	72	174	88	193	708	1783	5906	345	211002	168758	0	0	168758	168758	42244	7	4	3	0	0	3.6	103.1	419.5	1056.5	3499.7	204.4	42.7	52.1	114.4
1680	94.67684667	950.7446063	3999.429262	1540	606	3690.813641	14987.12816	38125.9711	7713.344064	2253214	1771635	63091	418488	2253214	1721838	0	104	0	68	7	29	4.2	177.5	163.8	665.1	1692.1	342.3	42.2	89.4	35.2
1720	22.04851465	254.762851	448.8147115	184	271	1248.933032	4074.790732	15688.37351	2120.302291	549145	400587	146887	1671	549145	400587	0	8	0	5	1	2	4	81.7	227.4	742	2856.9	386.1	46.4	45.9	67.7
1740	3	23	103	24	33	389	706	3886	259	140277	140277	0	0	140277	140277	0	6	0	6	0	0	2.1	73.4	277.3	503.3	2770.2	184.6	16.4	17.1	23.5
1760	38	263.7255113	1159.359526	723.8170075	806.3595264	3427.281306	5498.961249	20410.81198	2751.895587	557354	557354	0	0	557354	557354	0	18	0	18	0	0	6.8	208	614.9	986.6	3662.1	493.7	47.3	129.9	144.7
1800	22.9478767	45.42539383	391.5974668	290.9123301	283.203182	603.7061295	2788.025972	10981.09138	1429.822905	279343	230831	23139	25373	279343	230831	0	13	0	5	3	5	8.2	140.2	216.1	998.1	3931	511.9	16.3	126	122.7
1840	133.4258496	879.3838075	3979.230628	1967.998052	930	2697.942765	21106.29	54183.10719	10266.43581	1585922	1474564	4824	106534	1585922	1471495	0	52	0	41	1	10	8.4	250.9	170.1	1330.9	3416.5	647.3	55.4	133.7	63.2
1880	25	272.3389649	637.7881023	134	298.2287924	1810.923617	4752.27912	17889.9141	1468.372754	388130	388130	0	0	388130	388130	0	15	0	15	0	0	6.4	164.3	466.6	1224.4	4609.3	378.3	70.2	34.5	76.8
1890	0	16.52841362	31.36024267	6.627843174	1.502274539	71.87103768	616.7718256	2187.148031	183.3342485	79468	59806	19662	0	79468	59806	0	4	0	3	1	0	0	39.5	90.4	776.1	2752.2	230.7	20.8	11.1	2.5
1900	2.028810932	23.20845557	42.69654666	6	20	254.0025992	706.1004015	1949.168831	122.9659225	102107	101382	0	725	102107	101382	0	11	0	10	0	1	2	41.8	248.8	691.5	1908.9	120.4	22.7	5.9	19.7
1920	301.251065	1283.200173	9921.303562	4889.695595	4147.324517	13251.28745	42606.3771	127106.539	27170.00904	3801215	3798551	489	2175	3801215	3798551	0	110	0	107	1	2	7.9	261	348.6	1120.9	3343.8	714.8	33.8	128.7	109.2
1950	10	35.71428571	86	49	49	251.4285714	501.2	1993.714286	214	110733	106884	3849	0	110733	106884	0	5	0	2	3	0	9	77.7	227.1	452.6	1800.5	193.3	32.3	45.8	45.8
1960	5	73	253	46	79	1105	1649	6375	444	359461	156866	2975	0	159841	156866	199620	29	24	4	1	0	3.1	158.3	691.3	1031.7	3988.3	277.8	45.7	29.3	50.4
2000	51.58532999	519.7650202	1713.590654	580	286.5603917	1084.503445	9988.268184	28783.93387	5139.062573	948651	732061	153542	63048	948651	732061	0	44	0	31	5	8	5.4	180.6	114.3	1052.9	3034.2	541.7	54.8	79.2	39.1
2020	20	231	754	256	312	2306	5501	12993	2181	526272	526272	0	0	526272	526272	0	18	0	18	0	0	3.8	143.3	438.2	1045.3	2468.9	414.4	43.9	48.6	59.3
2030	5.120959431	15.94430828	136.1476943	59	42	140.1146138	1256.39124	4072.207717	261.6912558	146969	144747	0	2222	146969	144747	0	13	0	11	0	2	3.5	92.6	95.3	854.9	2770.8	178.1	10.8	40.8	29
2040	0	0	0	0	0	0	0	0	0	112483	0	0	0	0	0	112483	7	7	0	0	0									
2080	122.8743379	974.6659598	2680.549982	808.9367312	922.8734624	4834.362862	17494.3062	59950.00309	16408.67955	2208893	2177947	831	30115	2208893	2023610	0	38	0	33	2	3	5.6	121.4	218.9	792	2714	742.8	44.1	40	45.6
2120	12	146.0909091	342.2727273	95	72	747.8181818	2927.090909	15070.36364	1311.181818	472612	457808	14804	0	472612	457808	0	23	0	21	2	0	2.5	72.4	158.2	619.3	3188.7	277.4	30.9	20.8	15.7
2160	450.2039783	2031.095799	8176.678031	4204	4695	19789.66258	31162.07146	91157.53498	41476.00209	4477653	4414524	42082	21047	4477653	4414524	0	131	0	122	7	2	10.1	182.6	442	695.9	2035.8	926.3	45.4	95.2	106.4
2180	5.454591655	54.49837648	130.5232135	55.06301894	56.09902976	226.0033065	1074.438554	3349.998389	282.4482465	139601	131581	0	8020	139601	131581	0	19	0	13	0	6	3.9	93.5	161.9	769.6	2399.7	202.3	39	41.8	42.6
2190	5	88.04217298	114.1265189	44.60757684	127.3037884	798.814153	880.3795568	3460.707648	269.2151537	132710	132710	0	0	132710	132710	0	11	0	11	0	0	3.8	86	601.9	663.4	2607.7	202.9	66.3	33.6	95.9
2200	2	23	15	5	2	232	473.4796117	1485.276214	130.9674757	89609	89609	0	0	89609	89609	0	3	0	3	0	0	2.2	16.7	258.9	528.4	1657.5	146.2	25.7	5.6	2.2
2240	8	115	103	16	36	323.1428571	2023.142857	6622.142857	656.4285714	245551	238803	6748	0	245551	238803	0	18	0	16	2	0	3.3	41.9	131.6	823.9	2696.9	267.3	46.8	6.7	15.1
2281	5.030072018	60.32662838	195.4231004	50	36	517.7953098	1043.998968	4042.927135	276.9834177	288241	283343	3073	1825	288241	283343	0	14	0	12	1	1	1.7	67.8	179.6	362.2	1402.6	96.1	20.9	17.6	12.7
2290	0	31	20.63636364	0	2	165.6363636	674.5454545	2999.181818	207.2727273	151155	87006	64149	0	151155	87006	0	12	0	9	3	0	0	13.7	109.6	446.3	1984.2	137.1	20.5	0	2.3
2320	21	263	638	145	221	2998	2689	19983	2114	708407	708407	0	0	708407	708407	0	6	0	6	0	0	3	90.1	423.2	379.6	2820.8	298.4	37.1	20.5	31.2
2330	8	39.90856806	165.8628521	55.95428403	17	172.954284	1518.54284	5634.536794	629.6342722	187572	187572	0	0	187572	88420	0	4	0	4	0	0	4.3	88.4	92.2	809.6	3003.9	335.7	21.3	63.3	19.2
2335	3.4	32.6	54.4	2	9	153.4	354.2	1871.8	84.29090909	90768	60299	30469	0	90768	60299	0	6	0	5	1	0	3.7	59.9	169	390.2	2062.2	92.9	35.9	3.3	14.9
2340	1	41	25	9	24	160	594	2219	111	57538	57538	0	0	57538	57538	0	3	0	3	0	0	1.7	43.4	278.1	1032.4	3856.6	192.9	71.3	15.6	41.7
2360	6.118541431	117.0527187	229.9348678	61	34	342.1023953	1474.32969	4591.311928	293.8516833	281060	275891	0	5169	281060	275891	0	12	0	10	0	2	2.2	81.8	121.7	524.6	1633.6	104.6	41.6	22.1	12.3
2400	5	111	252	53	82	499	3064	11657	1860	330199	330199	0	0	330199	330199	0	10	0	10	0	0	1.5	76.3	151.1	927.9	3530.3	563.3	33.6	16.1	24.8
2440	12.3533681	57.7453983	174.3569969	48	26	1533.968926	1427.613515	5651.653569	421.5935227	299125	234137	0	19719	253856	234137	45269	8	2	5	0	1	4.9	68.7	604.3	562.4	2226.3	166.1	22.7	20.5	11.1
2520	2	66	24	5	4	92	712	3397	314	177421	177421	0	0	177421	177421	0	6	0	6	0	0	1.1	13.5	51.9	401.3	1914.7	177	37.2	2.8	2.3
2560	18	73	716	360	394	1367	4745	11635	1094	306503	306503	0	0	306503	306503	0	4	0	4	0	0	5.9	233.6	446	1548.1	3796	356.9	23.8	117.5	128.5
2580	5	169	71	15	83	528.4545455	1509.054545	7557.727273	518.8	333927	282991	50936	0	333927	282991	0	15	0	12	3	0	1.5	21.3	158.3	451.9	2263.3	155.4	50.6	5.3	29.3
2620	2.047599156	77.60292264	56.51125864	24	61.156517	512.3090849	1083.651772	5306.407098	299.344901	129251	127086	0	2165	129251	127086	0	9	0	8	0	1	1.6	43.7	396.4	838.4	4105.5	231.6	60	18.9	48.1
2640	36.00849232	289.1600841	559.652071	246	436	1587.991061	4432.122617	10425.83095	2332.598534	442720	438827	3528	365	442720	438827	0	24	0	21	2	1	8.1	126.4	358.7	1001.1	2354.9	526.9	65.3	56.1	99.4
2650	5.065977871	30.51507725	71.71692415	38	59	277.8806984	962.2134037	3244.386028	173.6497759	142417	141205	0	1212	142417	141205	0	13	0	11	0	2	3.6	50.4	195.1	675.6	2278.1	121.9	21.4	26.9	41.8
2655	14	55	280	146	226	857	1804	5909	529	128475	128475	0	0	128475	128475	0	8	0	8	0	0	10.9	217.9	667.1	1404.2	4599.3	411.8	42.8	113.6	175.9
2670	5	148.0518319	59.05183192	9	57	437	1396.993167	7121.547582	506.3109915	267197	211383	55814	0	267197	211383	0	6	0	5	1	0	1.9	22.1	163.5	522.8	2665.3	189.5	55.4	4.3	27
2680	67	477	2877	1180	783	5694	11726	41282	7487	1740402	1740402	0	0	1740402	1740402	0	30	0	30	0	0	3.8	165.3	327.2	673.8	2372	430.2	27.4	67.8	45
2700	27	129	651	284	382	1790	4702	10715	1956	484345	484345	0	0	484345	484345	0	4	0	4	0	0	5.6	134.4	369.6	970.8	2212.3	403.8	26.6	58.6	78.9
2710	21	128	456	159	242	1458	3334	8331	817	343818	343818	0	0	343818	343818	0	7	0	7	0	0	6.1	132.6	424.1	969.7	2423.1	237.6	37.2	46.2	70.4
2720	18.09090909	101	147	55	151	916.3030303	1939.060606	7071.545455	398.0909091	213241	179501	33740	0	213241	179501	0	13	0	11	2	0	8.5	68.9	429.7	909.3	3316.2	186.7	47.4	30.6	84.1
2750	3	52	118	37	62	430	940	3646	294	178924	178924	0	0	178924	178924	0	6	0	6	0	0	1.7	65.9	240.3	525.4	2037.7	164.3	29.1	20.7	34.7
2760	20.4633038	169.5483919	419.5215062	230	47	551.6561668	3215.461194	12288.77421	1178.27339	511937	435942	0	75995	511937	435942	0	17	0	12	0	5	4	81.9	107.8	628.1	2400.4	230.2	33.1	52.8	10.8
2800	86.97022049	661.7339175	2502.203946	942.433177	1193.804255	4691.21048	18956.33145	62550.87829	7850.659474	1830724	1830724	0	0	1830724	1830724	0	54	0	54	0	0	4.8	136.7	256.2	1035.5	3416.7	428.8	36.1	51.5	65.2
2840	68	320	1675	653	975	3856	8375	29022	9226	975021	975021	0	0	975021	975021	0	16	0	16	0	0	7	171.8	395.5	859	2976.6	946.2	32.8	67	100
2880	7.109765703	29.42451873	95.38485261	30	53.05224661	319.0890208	942.3746352	3474.612676	355.8336662	103432	72102	0	31330	103432	72102	0	9	0	8	0	1	6.9	92.2	308.5	911.1	3359.3	344	28.4	41.6	73.6
2900	7	114	304	94	163	1551	2542	6782	877	226322	226322	0	0	226322	226322	0	5	0	5	0	0	3.1	134.3	685.3	1123.2	2996.6	387.5	50.4	41.5	72
2920	19.9946356	210.7518949	411.9930668	146.6032607	156.6300827	941.7020352	2729.086656	7666.510299	1068.287645	265280	265280	0	0	265280	265280	0	12	0	12	0	0	7.5	155.3	355	1028.8	2890	402.7	79.4	55.3	59
2960	106.6580885	165.131034	927.0306253	358	328	1639.01748	4520.432563	16189.26856	3801.179139	641204	595554	26621	19029	641204	595554	0	25	0	22	1	2	16.6	144.6	255.6	705	2524.8	592.8	25.8	60.1	55.1
2975	1	36	18	7	15	263.5	450.5	1832	52	125314	120076	5238	0	125314	120076	0	10	0	8	2	0	0.8	14.4	210.3	359.5	1461.9	41.5	28.7	5.8	12.5
2980	10.01489471	9.076737523	148.4042061	89.96492766	189.9859711	418.6292382	1482.062499	3149.351696	292.6246786	114136	113184	710	242	114136	113184	0	7	0	5	1	1	8.8	130	366.8	1298.5	2759.3	256.4	8	79.5	167.9
2985	1.119239894	28.27153635	11.26898843	1	3	95.23161891	478.7565763	2515.662602	184.7082322	96253	71093	23763	1397	96253	71093	0	9	0	6	2	1	1.2	11.7	98.9	497.4	2613.6	191.9	29.4	1.4	4.2
2995	3.207704237	39.26597007	35.48799873	11	63	270.8383676	898.4792917	3868.319031	305.2630687	122608	115454	0	7154	122608	115454	0	6	0	4	0	2	2.6	28.9	220.9	732.8	3155	249	32	9.5	54.6
3000	26.18071184	598.4145091	853.3719392	236.0032026	421.0032026	3191.124469	7052.018115	26235.46343	2358.77124	1118242	1108108	2367	7767	1118242	1108108	0	36	0	33	1	2	2.3	76.3	285.4	630.6	2346.1	210.9	53.5	21.3	38
3040	6	15	59	10	69	254	398	3955	172	80102	80102	0	0	80102	80102	0	2	0	2	0	0	7.5	73.7	317.1	496.9	4937.5	214.7	18.7	12.5	86.1
3060	3.471645978	90.50729272	83.35498183	2.063268789	16.48008718	400.8153044	1437.413405	6813.363357	804.3709792	206792	190547	0	16245	206792	56024	0	21	0	16	0	5	1.7	40.3	193.8	695.1	3294.8	389	43.8	3.7	29.4
3080	3	82	69	15	41.52698738	406.7206414	967.9387357	4633.251504	373.1619243	233512	223005	10507	0	233512	223005	0	8	0	6	2	0	1.3	29.5	174.2	414.5	1984.2	159.8	35.1	6.7	18.6
3120	79.15626057	374.5468726	1991.778893	845	782	3530.226003	15415.04783	41264.17672	4341.023186	1299731	1093881	195926	9924	1299731	1093881	0	41	0	28	5	8	6.1	153.2	271.6	1186	3174.8	334	28.8	77.2	71.5
3150	6	38.99197861	321	193	171	577.9839572	2353.847594	5017.582888	358.9679144	138677	136822	1855	0	138677	136822	0	7	0	6	1	0	4.3	231.5	416.8	1697.4	3618.2	258.9	28.1	141.1	125
3160	64.54213483	450.8330281	1153.017343	561.5198259	1073.425624	4999.912253	9941.292063	27774.00893	3193.805753	997470	997470	0	0	997470	997470	0	38	0	38	0	0	6.5	115.6	501.3	996.7	2784.4	320.2	45.2	56.3	107.6
3180	1	23	107	36	56	360	683	2091	273	135495	135495	0	0	135495	135495	0	4	0	4	0	0	0.7	79	265.7	504.1	1543.2	201.5	17	26.6	41.3
3200	6.927926285	162.9997641	321.1414915	86.78316243	79.14669668	846.2677162	2963.396341	10665.16181	1002.326712	343144	303210	16016	23918	343144	303210	0	11	0	9	1	1	2	93.6	246.6	863.6	3108.1	292.1	47.5	28.6	26.1
3240	16.18708843	179.6924987	708.8820687	304	92	981.2136027	2689.095307	10984.16417	804.8491229	637316	557753	27800	51763	637316	557753	0	61	0	42	6	13	2.5	111.2	154	421.9	1723.5	126.3	28.2	54.5	16.5
3283	62	201	1636	622	182	1833	4941	22789	4466	997363	997363	0	0	997363	997363	0	33	0	33	0	0	6.2	164	183.8	495.4	2284.9	447.8	20.2	62.4	18.2
3285	7.595180978	49.48346878	114.9006087	3	3	96.96502007	1041.27044	3078.50022	326.0468847	115011	44254	48182	22575	115011	44254	0	6	0	2	3	1	6.6	99.9	84.3	905.4	2676.7	283.5	43	6.8	6.8
3290	16.82394398	68.65417153	214.1960664	54	81	471.1468449	3458.214477	8112.233766	683.018684	352897	249651	101183	2063	352897	249651	0	26	0	18	4	4	4.8	60.7	133.5	980	2298.8	193.5	19.5	21.6	32.4
3320	15	266	989	123	154	1336	7967	32086	8253	905301	905301	0	0	905301	905301	0	1	0	1	0	0	1.7	109.2	147.6	880	3544.2	911.6	29.4	13.6	17
