msa01	mmurd01	mrape01	mrobt01	mrobg01	massg01	massa01	mburg01	mlarc01	mmoto01	mpop01	mpopcm01	mpopg301	mpopl301	mpoprp01	mpopgn01	mpopna01	mct01	mctna01	mctcm01	mctg301	mctl301	mrmurd01	mrrobt01	mrassa01	mrburg01	mrlarc01	mrmoto01	mrrape01	mrrobg01	mrassg01
1010	0	20	11	5	2	37	357	1855	157	93576	93576	0	0	93576	93576	0	4	0	4	0	0	0	11.8	39.5	381.5	1982.3	167.8	21.4	5.3	2.1
1020	2	42	41	15	10	130	708	3008	176	121242	121242	0	0	121242	121242	0	2	0	2	0	0	1.6	33.8	107.2	584	2481	145.2	34.6	12.4	8.2
1040	0	0	0	0	0	0	0	0	0	151196	0	0	0	0	0	151196	10	10	0	0	0									
1080	9	178	127	40	302	1038	3115	12356	1200	441385	441385	0	0	441385	441385	0	9	0	9	0	0	2	28.8	235.2	705.7	2799.4	271.9	40.3	9.1	68.4
1123	143.4550792	1797.700758	5904.140191	1340	1193	18560.38503	26844.46956	98848.36063	25708.5347	6097568	5400541	209979	487048	6097568	4960358	0	297	0	241	13	43	2.4	96.8	304.4	440.2	1621.1	421.6	29.5	27	24.1
1125	0.02864407	82.54822892	72.39145383	18.80668057	46.12267223	349.013908	1279.582059	5777.367595	426.053178	299174	224749	72993	1432	299174	224749	0	8	0	6	1	1	0	24.2	116.7	427.7	1931.1	142.4	27.6	8.4	20.5
1145	6.976277206	96.76924202	96.36973304	33.32862264	39.48355588	433.4420729	1572.19699	4712.725075	448.725302	247254	246432	0	822	247254	246432	0	17	0	16	0	1	2.8	39	175.3	635.9	1906	181.5	39.1	13.5	16
1150	6	198	114	29	69	635	1935	5599	674	235663	235663	0	0	235663	235663	0	5	0	5	0	0	2.5	48.4	269.5	821.1	2375.9	286	84	12.3	29.3
1240	14	96	277	36	141	1178.5	3421.5	16718.5	925.5	342834	337859	4975	0	342834	337859	0	11	0	10	1	0	4.1	80.8	343.8	998	4876.6	270	28	10.7	41.7
1260	5	106	89	25	54	426	1231	5401	287	155874	155874	0	0	155874	155874	0	3	0	3	0	0	3.2	57.1	273.3	789.7	3465	184.1	68	16	34.6
1280	73.69953813	353.1131264	2034.105816	585.3013699	401	2836.105117	7362.621144	25618.19102	4006.837542	1172265	916506	239472	16287	1172265	860811	0	29	0	22	6	1	6.3	173.5	241.9	628.1	2185.4	341.8	30.1	68	46.6
1303	5	30	33	9	10	190	1018	4567	309	200281	200281	0	0	200281	181717	0	16	0	16	0	0	2.5	16.5	94.9	508.3	2280.3	154.3	15	5	5.5
1320	9.338473667	142.7738288	509.5404136	139.9900408	60.99502039	931.6432383	3163.235437	10238.16336	1013.283937	407665	324767	2807	80091	407665	324767	0	23	0	16	1	6	2.3	125	228.5	775.9	2511.4	248.6	35	43.1	18.8
1350	3	20	28	5	6	147	594	2007	166	66619	66619	0	0	66619	66619	0	4	0	4	0	0	4.5	42	220.7	891.6	3012.7	249.2	30	7.5	9
1360	3.195187843	63.04042601	106.11242	28	39	306.0242815	1709.087262	6296.540968	441.017151	191495	179965	1804	9726	191495	179965	0	9	0	4	1	4	1.7	55.4	159.8	892.5	3288.1	230.3	32.9	15.6	21.7
1400	0	0	0	0	0	0	0	0	0	180581	0	0	0	0	0	180581	12	12	0	0	0									
1440	44.00851936	292.0504413	1076.339048	530	631	3366.666105	5722.352251	19327.57637	3450.509965	556012	547366	8548	98	556012	547366	0	23	0	16	6	1	7.9	193.6	605.5	1029.2	3476.1	620.6	52.5	96.8	115.3
1480	9.020229904	60.3464371	222.4554896	56	208	788.8239699	1882.44593	6156.567798	738.7174416	250765	222051	27459	1255	250765	222051	0	23	0	17	5	1	3.6	88.7	314.6	750.7	2455.1	294.6	24.1	25.2	93.7
1520	113.5671621	516.0265748	4059.148592	2341.339014	1943.8521	7294.910587	18685.72203	51361.02803	6301.760061	1524096	1503977	15177	4942	1524096	1503977	0	43	0	37	4	2	7.5	266.3	478.6	1226	3369.9	413.5	33.9	155.7	129.2
1540	6	54	100	22	71	533.3333333	703	3452.333333	226	162038	162038	0	0	162038	162038	0	4	0	4	0	0	3.7	61.7	329.1	433.8	2130.6	139.5	33.3	13.6	43.8
1560	36.27272727	152	876.1090909	490	696	2830.111624	5404.987306	17807.10315	2939.080748	471279	397389	73890	0	471279	397389	0	27	0	22	5	0	7.7	185.9	600.5	1146.9	3778.5	623.6	32.3	123.3	175.1
1580	1	43	21	5	19	75	404	2451	101	81713	81713	0	0	81713	81713	0	3	0	3	0	0	1.2	25.7	91.8	494.4	2999.5	123.6	52.6	6.1	23.3
1600	679	0	18923	0	0	26681	28171	106351	28511	8314740	3290193	0	0	0	0	5024547	305	296	9	0	0	20.6	575.1	810.9	856.2	3232.4	866.5			
1620	11	81	132	20	34	405	1779	4158.636364	994	206947	206947	0	0	206947	206947	0	6	0	6	0	0	5.3	63.8	195.7	859.6	2009.5	480.3	39.1	9.7	16.4
1640	79.25990092	572.9734731	2799.000826	605.6031903	280.1550109	2589.288577	11332.1888	39084.27151	5110.965159	1651069	1231745	26118	123576	1381439	1231745	269630	101	33	44	5	19	5.7	202.6	187.4	820.3	2829.2	370	41.5	49.2	22.7
1660	13	87	136	59	112	569	1293	5497	311	208660	166236	0	0	166236	166236	42424	7	4	3	0	0	7.8	81.8	342.3	777.8	3306.7	187.1	52.3	35.5	67.4
1680	107.709114	1026.545871	4478.54739	1567.548187	574	4066.42577	17128.25805	48727.08737	8946.482237	2254915	1499771	29044	726100	2254915	1449723	0	101	0	52	4	45	4.8	198.6	180.3	759.6	2160.9	396.8	45.5	108.1	39.6
1720	19.05888837	271.1061759	459.5063025	208	300.8224181	1457.92281	3739.324868	14728.83438	1588.041122	530924	512372	15608	2944	530924	512372	0	8	0	5	1	2	3.6	86.5	274.6	704.3	2774.2	299.1	51.1	40.6	58.7
1740	4	23	167	73	50	366	662	3905	256	136289	136289	0	0	136289	136289	0	3	0	3	0	0	2.9	122.5	268.5	485.7	2865.2	187.8	16.9	53.6	36.7
1760	54	255.725613	1163.144323	598.8170754	653.3597637	2853.845594	5513.175511	20430.05315	3001.983067	543513	539102	4411	0	543513	539102	0	17	0	13	4	0	9.9	214	525.1	1014.4	3758.9	552.3	47.1	111.1	121.2
1800	12.8973032	28.2067178	489.88707	346.5287048	307.7580264	706.2505935	2405.587969	9776.237399	1049.192735	280241	263006	16713	522	280241	263006	0	13	0	7	5	1	4.6	174.8	252	858.4	3488.5	374.4	10.1	131.8	117
1840	95.74068887	816.2781417	4000.388464	1946.997901	920	2845.722258	21138.49467	58448.93708	9319.239647	1542925	1362360	125810	54755	1542925	1362360	0	50	0	37	6	7	6.2	259.3	184.4	1370	3788.2	604	52.9	142.9	67.5
1880	20	267.5737114	638.4422684	118.4671393	256.6802836	1885.204253	4996.234411	17571.88802	1686.991109	389425	389425	0	0	389425	389425	0	15	0	15	0	0	5.1	163.9	484.1	1283	4512.3	433.2	68.7	30.4	65.9
1890	1.124942726	10.74965635	31.24805267	6.749198158	2.624713628	104.6224226	473.8516893	2373.71698	144.3624569	79329	79329	0	0	79329	79329	0	4	0	4	0	0	1.4	39.4	131.9	597.3	2992.2	182	13.6	8.5	3.3
1900	3	27	32	11	43	318.2727273	523.4545455	2063.454545	153.0909091	103025	102015	1010	0	103025	102015	0	11	0	10	1	0	2.9	31.1	308.9	508.1	2002.9	148.6	26.2	10.8	42.2
1920	311.8658499	1314.667881	10209.53138	5204.438789	4247.417189	13276.47253	39141.75059	117081.2676	28132.09876	3599038	3594979	0	4059	3599038	3594979	0	110	0	108	0	2	8.7	283.7	368.9	1087.6	3253.1	781.7	36.5	144.8	118.1
1950	6	23	89.09090909	47	47	267.1818182	498.0909091	1854.298701	215.3636364	111856	107925	3931	0	111856	107925	0	5	0	2	3	0	5.4	79.6	238.9	445.3	1657.8	192.5	20.6	43.5	43.5
1960	6	70	212	50	99	1401	1723	6770	518	359908	158497	0	0	158497	158497	201411	29	24	5	0	0	3.8	133.8	883.9	1087.1	4271.4	326.8	44.2	31.5	62.5
2000	49.14345842	452.914336	1643.486056	420.0246734	202.0123367	1350.664056	9479.99162	28718.36185	5370.788406	952267	750578	61501	140188	952267	750578	0	45	0	32	4	9	5.2	172.6	141.8	995.5	3015.8	564	47.6	56	26.9
2020	21	214	638	180	270	2519	5210	12535	1693	505954	505954	0	0	505954	505954	0	18	0	18	0	0	4.2	126.1	497.9	1029.7	2477.5	334.6	42.3	35.6	53.4
2030	6.245912462	22.3123857	84.9496707	6	1	224.9544424	899.1921318	2725.948379	226.352278	146433	88351	0	58082	146433	88351	0	12	0	7	0	5	4.3	58	153.6	614.1	1861.6	154.6	15.2	6.8	1.1
2040	0	0	0	0	0	0	0	0	0	115288	0	0	0	0	0	115288	7	7	0	0	0									
2080	97.01422624	957.2936186	2489.237575	881.1903592	837.8688171	4990.132902	15299.9941	61238.77709	16233.1185	2166390	2007025	28787	130578	2166390	1871533	0	39	0	29	6	4	4.5	114.9	230.3	706.2	2826.8	749.3	44.2	47.1	44.8
2120	11.17339327	124.7009337	370.5415699	140	59	637.5368078	2380.903058	15476.40111	1471.647068	455534	414422	32472	8640	455534	414422	0	22	0	18	3	1	2.5	81.3	140	522.7	3397.4	323.1	27.4	33.8	14.2
2160	479.7292849	1908.693396	9417.721778	5190	5298.71625	21195.6821	32429.12098	98888.43585	39078.42004	4464958	4403750	28954	32254	4464958	4403750	0	131	0	121	5	5	10.7	210.9	474.7	726.3	2214.8	875.2	42.7	117.9	120.3
2180	6.547514264	56.06815125	107.997989	48.04886982	37.04288147	206.9465189	949.1212823	3533.902706	213.593262	138452	132484	0	5968	138452	132484	0	17	0	12	0	5	4.7	78	149.5	685.5	2552.4	154.3	40.5	36.3	28
2190	2.05180516	85.58455237	110.6703133	43.87192982	112.6675439	668.4148365	785.8869939	3255.673593	234.8481759	128729	126778	1293	658	128729	126778	0	11	0	9	1	1	1.6	86	519.2	610.5	2529.1	182.4	66.5	34.6	88.9
2200	1	14	11	5	2	242.9173902	650.7246341	1013.540561	93.94492682	89047	89047	0	0	89047	89047	0	3	0	3	0	0	1.1	12.4	272.8	730.8	1138.2	105.5	15.7	5.6	2.2
2240	5	134.8	95	12	32	329.4	1656.8	7369	671.4	246277	244410	1867	0	246277	244410	0	18	0	17	1	0	2	38.6	133.8	672.7	2992.2	272.6	54.7	4.9	13.1
2281	7.198180191	39.49807177	174.774353	42	20	427.5764086	863.3059076	4565.393326	302.3782284	280666	272767	0	7899	280666	272767	0	14	0	11	0	3	2.6	62.3	152.3	307.6	1626.6	107.7	14.1	15.4	7.3
2290	4.039010715	24.51329888	20.11591177	3	3	146.9812399	719.9044277	3685.240377	205.8845991	149394	145203	1476	2715	149394	145203	0	12	0	9	1	2	2.7	13.5	98.4	481.9	2466.8	137.8	16.4	2.1	2.1
2320	24	238	812	224	283	3788	3011	23843	2039	695045	695045	0	0	695045	695045	0	6	0	6	0	0	3.5	116.8	545	433.2	3430.4	293.4	34.2	32.2	40.7
2330	16	53.90752816	267	130	14	286.7225845	1847.98281	5612.821577	656.5838767	183821	183821	0	0	183821	183821	0	4	0	4	0	0	8.7	145.2	156	1005.3	3053.4	357.2	29.3	70.7	7.6
2335	0	20.5	24	2	14	196	363.5	2079.5	42.5	91238	60241	30997	0	91238	60241	0	6	0	5	1	0	0	26.3	214.8	398.4	2279.2	46.6	22.5	3.3	23.2
2340	1	31	34	14	40	175	667	2135	122	57971	57971	0	0	57971	57971	0	3	0	3	0	0	1.7	58.7	301.9	1150.6	3682.9	210.5	53.5	24.2	69
2360	9.093309835	100.6970794	260.8020395	67	43	336.2025912	1418.157373	5695.175649	379.4994417	280982	273898	3465	3619	280982	273898	0	12	0	10	1	1	3.2	92.8	119.7	504.7	2026.9	135.1	35.8	24.5	15.7
2400	4	108	290	82	102	598	2744	12148	1360	327817	327817	0	0	327817	327817	0	10	0	10	0	0	1.2	88.5	182.4	837.1	3705.7	414.9	32.9	25	31.1
2440	13.44424002	63.36335689	180.5490178	55	38	826.9858984	1453.924601	6396.02748	586.0918988	297875	233089	0	19693	252782	233089	45093	8	2	5	0	1	5.3	71.4	327.2	575.2	2530.3	231.9	25.1	23.6	16.3
2520	1	90	26	7	9	117	609	4146	331	173428	173428	0	0	173428	173428	0	6	0	6	0	0	0.6	15	67.5	351.2	2390.6	190.9	51.9	4	5.2
2560	37	98	662	339	234	729	5081	10493	1217	308118	308118	0	0	308118	308118	0	4	0	4	0	0	12	214.9	236.6	1649	3405.5	395	31.8	110	75.9
2580	4	85.18181818	67	18	85	562.830303	1390.363636	6788.666667	513.1757576	313296	265889	47407	0	313296	265889	0	14	0	12	2	0	1.3	21.4	179.6	443.8	2166.9	163.8	27.2	6.8	32
2620	6.072716094	64.00515162	67.81684769	16.87214265	35	506.1430083	962.7859524	5260.805651	332.6076335	126471	123948	0	2523	126471	123948	0	8	0	7	0	1	4.8	53.6	400.2	761.3	4159.7	263	50.6	13.6	28.2
2640	51	257	719	323	586	2065.333333	5277.826923	12758.49359	3313.163462	438439	437552	887	0	438439	437552	0	24	0	23	1	0	11.6	164	471.1	1203.8	2910	755.7	58.6	73.8	133.9
2650	5.215230354	21.79235245	62.11607839	29	29	182.573025	880.1324653	2960.059726	138.4969092	143504	141121	0	2383	143504	141121	0	13	0	10	0	3	3.6	43.3	127.2	613.3	2062.7	96.5	15.2	20.5	20.5
2655	10.18316614	83.08448863	220.1395331	89	166	960.262166	1625.946118	5515.107046	528.0809218	127360	124595	658	2107	127360	124595	0	8	0	5	1	2	8	172.8	754	1276.7	4330.3	414.6	65.2	71.4	133.2
2670	3.114915388	134.4596616	46.11491539	16	58	379.9967807	1282.55848	6348.403953	394.2298308	258303	258011	292	0	258303	258011	0	6	0	5	1	0	1.2	17.9	147.1	496.5	2457.7	152.6	52.1	6.2	22.5
2680	90	485	3203	1293	827	6295	13321	45021	9165	1665074	1665074	0	0	1665074	1665074	0	30	0	30	0	0	5.4	192.4	378.1	800	2703.8	550.4	29.1	77.7	49.7
2700	20	136	801	378	430	1986	4600	11740	2418	452312	452312	0	0	452312	452312	0	4	0	4	0	0	4.4	177.1	439.1	1017	2595.6	534.6	30.1	83.6	95.1
2710	26	109	488	181	187	1429	3008	7842	727	327703	327703	0	0	327703	327703	0	7	0	7	0	0	7.9	148.9	436.1	917.9	2393	221.8	33.3	55.2	57.1
2720	12.09090909	87.54545455	153	55	128	933	1984.545455	7096.181818	638.1818182	208573	171100	37473	0	208573	171100	0	13	0	10	3	0	5.8	73.4	447.3	951.5	3402.3	306	42	32.1	74.8
2750	5.213919951	56.70437447	125.8816071	28	53	463.6399676	969.4681489	3965.760422	254.2398166	174916	170756	0	4160	174916	170756	0	7	0	6	0	1	3	72	265.1	554.2	2267.2	145.3	32.4	16.4	31
2760	26.14055308	127.507575	708.0179008	467	71	577.9912883	3232.866038	13203.27803	1635.383911	504971	413520	14354	77097	504971	413520	0	16	0	9	2	5	5.2	140.2	114.5	640.2	2614.7	323.9	25.3	112.9	17.2
2800	104.4004085	718.0790267	2438.375492	793.6895932	1182.839577	4819.717211	17139.28664	62111.96217	8859.321766	1741264	1741264	0	0	1741264	1741264	0	53	0	53	0	0	6	140	276.8	984.3	3567.1	508.8	41.2	45.6	67.9
2840	75	352	1845	632	962	4776	9576.690909	29421.76364	10065.85455	939660	939660	0	0	939660	939660	0	16	0	16	0	0	8	196.3	508.3	1019.2	3131.1	1071.2	37.5	67.3	102.4
2880	4.685375246	18.90913344	69.90173743	0.174462366	3.679302103	196.0160672	766.581467	2489.130454	206.8683396	103860	52950	0	50910	103860	52950	0	8	0	5	0	3	4.5	67.3	188.7	738.1	2396.6	199.2	18.2	0.3	6.9
2900	8	155	453	158	164	1321	2918	7736	1031	223603	223603	0	0	223603	223603	0	9	0	9	0	0	3.6	202.6	590.8	1305	3459.7	461.1	69.3	70.7	73.3
2920	15.71702902	120.6707327	263.6715715	88.6053137	96.91034241	776.5583909	2333.261058	7493.559405	827.6037966	255835	197289	0	58546	255835	197289	0	12	0	11	0	1	6.1	103.1	303.5	912	2929.1	323.5	47.2	44.9	49.1
2960	120.4790349	198.9301447	1099.724038	324	320	2016.56176	4402.916278	16647.93974	3749.899525	634919	581791	25506	27622	634919	478466	0	25	0	21	1	3	19	173.2	317.6	693.5	2622.1	590.6	31.3	67.7	66.9
2975	2.267038545	22.70675374	18.2915649	3	6	260.9925008	531.3429529	1888.115605	78.52546224	124573	112840	9061	2672	124573	112840	0	10	0	7	2	1	1.8	14.7	209.5	426.5	1515.7	63	18.2	2.7	5.3
2980	8.454545455	7.272727273	117.0775614	9.986652314	24.95995694	395.8172815	1425.785537	3326.169919	319.4962129	115257	75550	39707	0	115257	75550	0	6	0	5	1	0	7.3	101.6	343.4	1237	2885.9	277.2	6.3	13.2	33
2985	4.025302241	42.17233714	13.49761073	5	3	86.56030483	506.0016961	2512.833347	259.6797915	97017	94103	0	2914	97017	94103	0	9	0	6	0	3	4.1	13.9	89.2	521.6	2590.1	267.7	43.5	5.3	3.2
2995	1.150321361	24.97478063	31.84506219	9	14	209.2759129	849.3355687	4095.742279	273.7367626	119403	111888	0	7515	119403	111888	0	6	0	3	0	3	1	26.7	175.3	711.3	3430.2	229.3	20.9	8	12.5
3000	23.21704699	559.8741512	881.6537399	263.0047553	351.0079255	3200.203324	7835.606976	26915.98401	2320.874859	1094251	1013804	79852	595	1094251	1013804	0	36	0	33	2	1	2.1	80.6	292.5	716.1	2459.8	212.1	51.2	25.9	34.6
3040	2.03756809	14.15027236	34.23077541	6	42	258.8247358	419.4401636	3537.036609	179.6342119	80556	79921	0	635	80556	79921	0	3	0	2	0	1	2.5	42.5	321.3	520.7	4390.8	223	17.6	7.5	52.6
3060	10.11905786	102.5738761	81.24920875	29.00296022	88.00851064	456.6424998	1293.787788	5304.054784	510.7153883	185835	154016	20122	11697	185835	154016	0	22	0	11	7	4	5.4	43.7	245.7	696.2	2854.2	274.8	55.2	18.8	57.1
3080	3	56	44	12	20	226.5504625	1090.269874	4860.547352	332.5657123	228394	228394	0	0	228394	228394	0	7	0	7	0	0	1.3	19.3	99.2	477.4	2128.1	145.6	24.5	5.3	8.8
3120	68.65022659	333.9603477	2377.46773	1166	849	3628.882171	15140.3249	42240.03062	3951.108626	1272803	1256154	6722	9927	1272803	1256154	0	41	0	32	1	8	5.4	186.8	285.1	1189.5	3318.7	310.4	26.2	92.8	67.6
3150	7	34	236.133871	111.9112903	148.733871	588.1580645	2300.962903	6147.582258	419.1112903	136075	131202	4873	0	136075	131202	0	7	0	6	1	0	5.1	173.5	432.2	1691	4517.8	308	25	85.3	113.4
3160	67.84792603	336.3403151	1257.087064	582.518853	1142.801449	5006.87059	9232.796482	28071.78153	3023.323254	974674	962698	11086	890	974674	962698	0	38	0	32	5	1	7	129	513.7	947.3	2880.1	310.2	34.5	60.5	118.7
3180	4	28	89	26	64	389	714	2156	268	133882	133882	0	0	133882	133882	0	4	0	4	0	0	3	66.5	290.6	533.3	1610.4	200.2	20.9	19.4	47.8
3200	10.01360526	171.4009379	361.6127529	73.37213626	54.83265236	748.1530126	3036.069686	11617.31127	1021.666915	333405	295824	0	37581	333405	295824	0	10	0	8	0	2	3	108.5	224.4	910.6	3484.4	306.4	51.4	24.8	18.5
3240	19.79088362	214.5789541	699.9353977	243	132	1099.203102	2709.908839	11685.01087	761.1429454	629714	517053	43202	69459	629714	517053	0	60	0	38	8	14	3.1	111.2	174.6	430.3	1855.6	120.9	34.1	47	25.5
3283	38	216.1818182	1546.090909	584	162	1607.272727	5477.909091	22326.63636	4095.454545	983277	983277	0	0	983277	983277	0	33	0	33	0	0	3.9	157.2	163.5	557.1	2270.6	416.5	22	59.4	16.5
3285	8.037936967	45.64226362	83.62329514	39	22	90.32787254	1087.614828	3012.720173	286.3684743	112199	89543	0	22656	112199	89543	0	6	0	5	0	1	7.2	74.5	80.5	969.4	2685.2	255.2	40.7	43.6	24.6
