msa05	mmurd05	mrape05	mrobt05	mrobg05	massg05	massa05	mburg05	mlarc05	mmoto05	mpop05	mpopcm05	mpopg305	mpopl305	mpoprp05	mpopgn05	mpopna05	mct05	mctna05	mctcm05	mctg305	mctl305	mrmurd05	mrrobt05	mrassa05	mrburg05	mrlarc05	mrmoto05	mrrape05	mrrobg05	mrassg05
380	16	228	397	137	306	1557	1882	9165	1423	291624	291624	0	0	291624	291624	0	4	0	4	0	0	5.5	136.1	533.9	645.4	3142.7	488	78.2	47	104.9
440	9.109833045	248.6597847	308.0522834	110	165	1013.944569	3343.701898	10484.85262	1258.450955	619001	608760	6600	3641	619001	608760	0	28	0	26	1	1	1.5	49.8	163.8	540.2	1693.8	203.3	40.2	18.1	27.1
450	6.563579743	39.82459783	191.7632859	90	170.0182292	443.2245241	1484.27065	3703.698103	305.4977712	113111	91094	0	22017	113111	91094	0	10	0	7	0	3	5.8	169.5	391.8	1312.2	3274.4	270.1	35.2	98.8	186.6
460	3.213769656	66.00637207	42	11	16.47301262	433.086086	1333.657531	6372.315497	272.674436	373945	366095	7850	0	373945	366095	0	24	0	21	3	0	0.9	11.2	115.8	356.6	1704.1	72.9	17.7	3	4.5
480	8.106685534	36.84542717	263.6640139	110	64	341.9937268	2192.974907	5462.131819	946.8123011	239549	234049	4151	1349	239549	234049	0	11	0	7	2	2	3.4	110.1	142.8	915.5	2280.2	395.2	15.4	47	27.3
500	5.031967428	44.33462249	149.0568432	56	39	261.1397863	1247.668776	5459.385347	463.5214691	164615	135738	28361	516	164615	135738	0	8	0	5	2	1	3.1	90.5	158.6	757.9	3316.5	281.6	26.9	41.3	28.7
520	329.5449033	1068.242976	9453.292751	4643	2675	12840.5109	44363.66576	121487.9654	28757.68828	4685328	4281677	325685	77966	4685328	3448611	0	108	0	67	26	15	7	201.8	274.1	946.9	2592.9	613.8	22.8	134.6	77.6
560	18	98	638	188	121	946	2754	11901	617	370260	370260	0	0	370260	370260	0	33	0	33	0	0	4.9	172.3	255.5	743.8	3214.2	166.6	26.5	50.8	32.7
580	6.158012669	42.88995641	115.3110011	79	109	322.2232641	1204.555396	3830.24204	244.4022374	121450	119225	0	2225	121450	119225	0	5	0	4	0	1	5.1	94.9	265.3	991.8	3153.8	201.2	35.3	66.3	91.4
600	24.11566509	252.6437882	772.3693425	74	133	715.255918	4556.153434	15657.1255	2562.802191	503255	494414	6974	1867	503255	297819	0	20	0	18	1	1	4.8	153.5	142.1	905.3	3111.2	509.2	50.2	24.8	44.7
640	42	502.5300292	1387	438	574.5300292	3037.240233	11242.24023	44656.7207	3455.530029	1435502	1435502	0	0	1435502	1435502	0	40	0	40	0	0	2.9	96.6	211.6	783.2	3110.9	240.7	35	30.5	40
680	69	205	952	266	463	2673	8472	19612	5895	739726	739726	0	0	739726	739726	0	10	0	10	0	0	9.3	128.7	361.4	1145.3	2651.3	796.9	27.7	36	62.6
720	338	545	7077	1335	841	14302	18067	62167	11979	2659312	2659312	0	0	2659312	2018215	0	17	0	17	0	0	12.7	266.1	537.8	679.4	2337.7	450.5	20.5	66.1	41.7
733	0	15	33	4	3	75	780	3326	138	148674	148674	0	0	148674	148674	0	13	0	13	0	0	0	22.2	50.4	524.6	2237.1	92.8	10.1	2.7	2
743	3.080861925	73.65223675	71.6646175	21	48	933.7491656	1855.857207	3172.669888	314.164561	228050	205264	17180	5606	228050	205264	0	15	0	12	2	1	1.4	31.4	409.4	813.8	1391.2	137.8	32.3	10.2	23.4
760	77.27231901	190.5751786	1362.211438	812	859	3011.648389	7087.635318	22144.70839	2650.873748	628422	624534	0	3888	628422	624534	0	15	0	12	0	3	12.3	216.8	479.2	1127.8	3523.9	421.8	30.3	130	137.5
840	30	176	561	188	252	1365	4850	11415	1284	389750	389750	0	0	389750	389750	0	18	0	18	0	0	7.7	143.9	350.2	1244.4	2928.8	329.4	45.2	48.2	64.7
860	5	72	82	24	28	260	1754	7174	596	182606	182606	0	0	182606	182606	0	9	0	9	0	0	2.7	44.9	142.4	960.5	3928.7	326.4	39.4	13.1	15.3
870	5.077646322	110.1627818	82.13736335	14.99772842	53.99469965	600.2809819	907.4222395	3975.730203	302.0115525	163258	158880	1804	2574	163258	158880	0	19	0	15	1	3	3.1	50.3	367.7	555.8	2435.2	185	67.5	9.4	34
875	36	107	1418	323	186	1969	4456	16673	2876	1406498	1406498	0	0	1406498	1406498	0	86	0	86	0	0	2.6	100.8	140	316.8	1185.4	204.5	7.6	23	13.2
880	5	42	54	12	23	200	783	5391	418	135994	135994	0	0	135994	135994	0	3	0	3	0	0	3.7	39.7	147.1	575.8	3964.1	307.4	30.9	8.8	16.9
920	32.48894871	208.2604979	376.1305357	107	88	511.7298429	4668.710103	10618.29148	1455.072461	376095	280992	64392	30711	376095	280992	0	12	0	8	3	1	8.6	100	136.1	1241.4	2823.3	386.9	55.4	38.1	31.3
960	8	61	98.9842233	14	18	268.476335	863.476335	5189	127	249588	249588	0	0	249588	249588	0	10	0	10	0	0	3.2	39.7	107.6	346	2079	50.9	24.4	5.6	7.2
1000	136.3342098	489.102266	2345.407654	405	337	3358.938761	11855.50513	30996.8896	4071.286245	955196	767435	0	187761	955196	532864	0	59	0	40	0	19	14.3	245.5	351.6	1241.2	3245.1	426.2	51.2	76	63.2
1010	1	22	11	0	4	81	277	1705	195	98280	98280	0	0	98280	98280	0	5	0	5	0	0	1	11.2	82.4	281.8	1734.8	198.4	22.4	0	4.1
1020	2	50	62	27	10	135	810	2848	221	121680	121680	0	0	121680	121680	0	2	0	2	0	0	1.6	51	110.9	665.7	2340.6	181.6	41.1	22.2	8.2
1040	0	0	0	0	0	0	0	0	0	158624	0	0	0	0	0	158624	11	11	0	0	0									
1080	16.0664124	281.032411	151.4075307	53	176	1170.334919	3378.204789	11629.44705	1385.95678	503175	501330	0	1845	503175	501330	0	9	0	8	0	1	3.2	30.1	232.6	671.4	2311.2	275.4	55.9	10.6	35.1
1123	153.1231093	1575.040134	6935.399658	1617	1633	17726.93639	28944.72916	90900.54746	16325.26814	6142602	5819159	158613	164830	6142602	5747500	0	300	0	263	11	26	2.5	112.9	288.6	471.2	1479.8	265.8	25.6	28.1	28.4
1125	3.829984199	98.3022009	85.16916407	10	28	551.2424306	1751.386331	7789.78688	842.7312517	283111	182618	0	100493	283111	182618	0	7	0	4	0	3	1.4	30.1	194.7	618.6	2751.5	297.7	34.7	5.5	15.3
1145	7.945122409	87.13416191	104.792693	30.28659132	55.50610168	339.4085499	1974.024557	4570.238228	373.1158944	275590	275590	0	0	275590	275590	0	17	0	17	0	0	2.9	38	123.2	716.3	1658.3	135.4	31.6	11	20.1
1150	7	211	119	42	68	682	1819	4572	586	242375	242375	0	0	242375	242375	0	5	0	5	0	0	2.9	49.1	281.4	750.5	1886.3	241.8	87.1	17.3	28.1
1240	13	143.4	260.6909091	33	142	1396.490909	3740.8	14297.01818	958.1818182	377941	368104	9837	0	377941	368104	0	12	0	10	2	0	3.4	69	369.5	989.8	3782.9	253.5	37.9	9	38.6
1260	9	91	136	43	95	658	2008	5929	346	158846	158846	0	0	158846	158846	0	3	0	3	0	0	5.7	85.6	414.2	1264.1	3732.5	217.8	57.3	27.1	59.8
1280	66	341	2275	820	688.2982965	3285.491482	7564.772744	23994.90069	3352	1156031	1156031	0	0	1156031	1156031	0	29	0	29	0	0	5.7	196.8	284.2	654.4	2075.6	290	29.5	70.9	59.5
1303	5	74	36	9	21	245.0909091	1433.727273	4858.454545	241.1818182	205030	205030	0	0	205030	205030	0	15	0	15	0	0	2.4	17.6	119.5	699.3	2369.6	117.6	36.1	4.4	10.2
1320	7.266966048	133.0591477	542.4490844	129.9910225	57.99501675	472.2032722	3546.802231	10358.72021	1052.080629	410985	333092	32984	44909	410985	333092	0	24	0	14	4	6	1.8	132	114.9	863	2520.5	256	32.4	39	17.4
1350	2	7	16	0	8	138	687	2497	131	69387	69387	0	0	69387	69387	0	4	0	4	0	0	2.9	23.1	198.9	990.1	3598.7	188.8	10.1	0	11.5
1360	1.126270818	63.54879985	127.3204549	27	27	364.2509111	1359.274493	5812.220382	378.2218355	198055	191464	0	6591	198055	191464	0	5	0	4	0	1	0.6	64.3	183.9	686.3	2934.6	191	32.1	14.1	14.1
1400	0	0	0	0	0	0	0	0	0	185090	0	0	0	0	0	185090	12	12	0	0	0									
1440	41	300	1189	679	767	3458	5306.181818	17647.45455	2957	591358	589513	1845	0	591358	589513	0	24	0	23	1	0	6.9	201.1	584.8	897.3	2984.2	500	50.7	115.2	130.1
1480	17.33139646	45.51495525	187.252477	55.00347222	216	744.9255958	2498.976757	7251.973364	979.3561378	249259	244157	0	5102	249259	244157	0	23	0	18	0	5	7	75.1	298.9	1002.6	2909.4	392.9	18.3	22.5	88.5
1520	129.0124248	604.5441189	4645.025888	3005.41208	2841.41208	7673.872106	21605.79053	51089.92055	9897.962504	1678802	1568825	46325	63652	1678802	1568825	0	45	0	37	5	3	7.7	276.7	457.1	1287	3043.2	589.6	36	191.6	181.1
1540	4	80	100	27	58	328	613	3705	310	168394	168394	0	0	168394	168394	0	4	0	4	0	0	2.4	59.4	194.8	364	2200.2	184.1	47.5	16	34.4
1560	29	182.3298046	547	237	389.3298046	2142.978827	4425.126814	16445.69551	1964.433373	484634	467825	16809	0	484634	467825	0	27	0	25	2	0	6	112.9	442.2	913.1	3393.4	405.3	37.6	50.7	83.2
1580	5	27	22	5	14	99	377	2624	134	85764	85764	0	0	85764	85764	0	3	0	3	0	0	5.8	25.7	115.4	439.6	3059.6	156.2	31.5	5.8	16.3
1600	476	0	16310	0	0	18777	27232	92435	23048	8574647	3311387	0	0	0	0	5263260	308	299	9	0	0	14.4	492.5	567	822.4	2791.4	696			
1620	10	98	166	49	36	478	2235	3756	1344	214382	214382	0	0	214382	214382	0	6	0	6	0	0	4.7	77.4	223	1042.5	1752	626.9	45.7	22.9	16.8
1640	107.3633383	714.4663594	3178.741999	682.4413871	458.9660917	1967.481777	11671.4893	41836.7002	5285.071946	1681284	1202929	233171	245184	1681284	1202929	0	105	0	61	23	21	6.4	189.1	117	694.2	2488.4	314.3	42.5	56.7	38.2
1660	9.015569691	99.27679451	210.6867964	108	262	891.3459133	1849.77549	4807.238709	404.7680249	214815	214024	0	791	214815	214024	0	7	0	6	0	1	4.2	98.1	414.9	861.1	2237.9	188.4	46.2	50.5	122.4
1680	138.2886917	824.6142699	4799.099402	1664.018527	756	3416.894864	16544.43986	40666.32819	9682.363389	2241208	1669067	176162	395979	2241208	1606814	0	105	0	65	8	32	6.2	214.1	152.5	738.2	1814.5	432	36.8	103.6	47
1720	14.01644369	318.3565291	471.3968909	231	288	1938.279092	4557.180299	16832.25338	2191.497589	562260	560612	745	903	562260	560612	0	8	0	6	1	1	2.5	83.8	344.7	810.5	2993.7	389.8	56.6	41.2	51.4
1740	9	25	124	49	66	456	779	3468	266	142489	142489	0	0	142489	142489	0	6	0	6	0	0	6.3	87	320	546.7	2433.9	186.7	17.5	34.4	46.3
1760	44	255.5508716	905.6406973	518.7305229	848.5508716	3066.113661	4839.430808	17559.72295	2313.101743	573348	573348	0	0	573348	573348	0	19	0	19	0	0	7.7	158	534.8	844.1	3062.7	403.4	44.6	90.5	148
1800	25.61586609	41.81079603	504.5806061	359.4260666	300.0651666	644.0253069	3257.767678	10567.06943	1840.919911	278852	203146	24364	51342	278852	203146	0	12	0	5	2	5	9.2	180.9	231	1168.3	3789.5	660.2	15	176.9	147.7
1840	112.976571	844.6605233	4385.563682	2128.974706	763	2170.792405	20773.24716	51052.83885	9718.599927	1615882	1470190	15289	130403	1615882	1467138	0	58	0	44	6	8	7	271.4	134.3	1285.6	3159.4	601.4	52.3	145.1	52
1880	10.88261549	273.7087704	532.3566168	106.8826155	272.530462	1625.478465	4412.153091	19004.96452	1101.896005	392045	392045	0	0	392045	392045	0	16	0	16	0	0	2.8	135.8	414.6	1125.4	4847.6	281.1	69.8	27.3	69.5
1890	1	16.00719813	22.76979485	1.007198128	2.881298362	70.15469228	418.4282212	2447.950828	162.6728226	80383	80383	0	0	80383	80383	0	4	0	4	0	0	1.2	28.3	87.3	520.5	3045.4	202.4	19.9	1.3	3.6
1900	1.108863282	33.49766072	28.12315024	6	24	278.7722579	582.1939006	1850.050659	91.80647204	101601	79941	19984	1676	101601	79941	0	11	0	8	1	2	1.1	27.7	274.4	573	1820.9	90.4	33	7.5	30
1920	285.0073064	1261.842456	8719.520336	4082.328565	4217.406789	13063.2427	42169.2051	119586.8182	23303.6502	3949709	3947708	1525	476	3949709	3947708	0	114	0	112	1	1	7.2	220.8	330.7	1067.7	3027.7	590	31.9	103.4	106.8
1950	11	23	103	66	24	176	454	2036.6	167.2	109683	107118	2565	0	109683	107118	0	5	0	3	2	0	10	93.9	160.5	413.9	1856.8	152.4	21	61.6	22.4
1960	8.058738633	66.18565018	284.5446085	51	92	1107.885494	1742.386678	6270.3697	490.6157105	359884	157719	0	3066	160785	157719	199099	27	22	4	0	1	5	177	689	1083.7	3899.8	305.1	41.2	32.3	58.3
2000	50.09287365	464.0903395	1488.954874	449.0560199	259.0560199	1193.719782	9419.987434	26719.30381	4180.345228	946122	759852	21307	164963	946122	759852	0	45	0	30	5	10	5.3	157.4	126.2	995.6	2824.1	441.8	49.1	59.1	34.1
2020	29.68070887	205.4944982	681.9262967	228	300	2214.938766	4736.219326	12387.20227	1954.008173	560038	545969	0	14069	560038	545969	0	18	0	17	0	1	5.3	121.8	395.5	845.7	2211.9	348.9	36.7	41.8	54.9
2030	2.387113284	28.18029321	80.11158066	28	52	204.6203288	1197.177077	3965.245683	295.6847624	148689	143238	0	5451	148689	143238	0	14	0	11	0	3	1.6	53.9	137.6	805.2	2666.8	198.9	19	19.5	36.3
2040	0	0	0	0	0	0	0	0	0	111414	0	0	0	0	0	111414	7	7	0	0	0									
2080	117	1057.882928	2888.621284	1266.908373	1726.496052	6239.414906	18831.35363	65168.57597	19120.40189	2264777	2264777	0	0	2264777	2264777	0	38	0	38	0	0	5.2	127.5	275.5	831.5	2877.5	844.3	46.7	55.9	76.2
2120	7	158.1818182	334	67	190	1199	4046.454545	15737.27273	1546.181818	487290	484453	2837	0	487290	484453	0	23	0	22	1	0	1.4	68.5	246.1	830.4	3229.5	317.3	32.5	13.8	39.2
2160	461.7478964	1796.302126	9700.879652	5192	5815	21358.55324	33352.14533	82219.86364	36848.33824	4471819	4426380	20646	24793	4471819	4426380	0	130	0	121	6	3	10.3	216.9	477.6	745.8	1838.6	824	40.2	117.3	131.4
2180	10.77280623	76.39751908	199.3551557	105.0718916	89.00898645	270.3108045	1183.043014	4009.634452	305.6354889	142944	132062	0	10882	142944	132062	0	20	0	12	0	8	7.5	139.5	189.1	827.6	2805	213.8	53.4	79.6	67.4
2190	4	78.01486111	99.16833333	25.72277778	137.8911111	697.3466667	788.1634722	3206.847083	288.4752778	140951	140951	0	0	140951	140951	0	10	0	10	0	0	2.8	70.4	494.7	559.2	2275.2	204.7	55.3	18.2	97.8
2200	1	22	10	2	9	338	494.8925844	1487.952698	105.9462922	91366	91366	0	0	91366	91366	0	3	0	3	0	0	1.1	10.9	369.9	541.7	1628.6	116	24.1	2.2	9.9
2240	4	101	138	31	31	337	1970	5647	506	243635	235876	7759	0	243635	235876	0	18	0	16	2	0	1.6	56.6	138.3	808.6	2317.8	207.7	41.5	13.1	13.1
2281	5.106692792	71.02553795	219.5796951	49	45	540.3378556	905.5449956	4161.461648	264.7703525	293815	270467	18382	4966	293815	270467	0	14	0	11	1	2	1.7	74.7	183.9	308.2	1416.4	90.1	24.2	18.1	16.6
2290	1	16	30	7	9	146	591	2757	160	153906	153906	0	0	153906	153906	0	10	0	10	0	0	0.6	19.5	94.9	384	1791.4	104	10.4	4.5	5.8
2320	18	343	477	84	240	2133	2622	17111	2848	724856	724856	0	0	724856	724856	0	6	0	6	0	0	2.5	65.8	294.3	361.7	2360.6	392.9	47.3	11.6	33.1
2330	6	59.86173306	174	78	9	103	1381.032131	5325.870166	509.5391102	192826	192826	0	0	192826	89449	0	4	0	4	0	0	3.1	90.2	53.4	716.2	2762	264.2	31	87.2	10.1
2335	5	28	46	9	8	132.2	421.2	2120	65.2	90113	79216	10897	0	90113	79216	0	6	0	5	1	0	5.5	51	146.7	467.4	2352.6	72.4	31.1	11.4	10.1
2340	0	29	32	12	25	151	813	1884	109	57678	57678	0	0	57678	57678	0	3	0	3	0	0	0	55.5	261.8	1409.5	3266.4	189	50.3	20.8	43.3
2360	8	118.3333333	246.3333333	55	22	364	1251.757576	4172.333333	274.6666667	282886	277808	5078	0	282886	277808	0	12	0	10	2	0	2.8	87.1	128.7	442.5	1474.9	97.1	41.8	19.8	7.9
2400	8	105	190	39	83	528	3560	11864	3054	335881	335881	0	0	335881	335881	0	10	0	10	0	0	2.4	56.6	157.2	1059.9	3532.2	909.3	31.3	11.6	24.7
2440	9.835055019	80.97700773	211.8354278	70	15	471.8799799	1820.258492	7165.405428	447.7920142	302749	237243	17970	47536	302749	237243	0	8	0	5	1	2	3.2	70	155.9	601.2	2366.8	147.9	26.7	29.5	6.3
2520	3	89	26	2	12	164	712	3145	335	182319	182319	0	0	182319	182319	0	6	0	6	0	0	1.6	14.3	90	390.5	1725	183.7	48.8	1.1	6.6
2560	22	81.45454545	622.7272727	82	183	1208.636364	5283.181818	11719.27273	1190.181818	313618	305283	8335	0	313618	177960	0	4	0	3	1	0	7	198.6	385.4	1684.6	3736.8	379.5	26	46.1	102.8
2580	9	211.0909091	86	27	120	725.0909091	1791.272727	9013.454545	683.2727273	357242	354287	2955	0	357242	354287	0	21	0	19	2	0	2.5	24.1	203	501.4	2523.1	191.3	59.1	7.6	33.9
2620	1	77.72439706	74.28739951	4	23.28739951	606.3109927	913.4171618	4918.826285	275.8739951	133317	133317	0	0	133317	74338	0	9	0	9	0	0	0.8	55.7	454.8	685.1	3689.6	206.9	58.3	5.4	31.3
2640	57.01098029	310.1659329	773.3051445	332	869.1643836	2677.145161	5021.06658	10386.61851	2720.470347	444309	443088	857	364	444309	443088	0	25	0	23	1	1	12.8	174	602.5	1130.1	2337.7	612.3	69.8	74.9	196.2
2650	7.94559042	39.32573915	110.8139234	29	61	332.0406674	856.6647919	2878.347693	130.3127153	143207	129892	0	13315	143207	129892	0	13	0	11	0	2	5.5	77.4	231.9	598.2	2009.9	91	27.5	22.3	47
2655	12	57	351	181	226	942	1792	5357.666667	535	131440	131440	0	0	131440	131440	0	8	0	8	0	0	9.1	267	716.7	1363.4	4076.1	407	43.4	137.7	171.9
2670	5	165	83	21	52	405.1279236	1368.993639	6167.693385	655.3431974	272598	272598	0	0	272598	272598	0	6	0	6	0	0	1.8	30.4	148.6	502.2	2262.6	240.4	60.5	7.7	19.1
2680	63	541	3372	1181	1001	6620	13414	44903	7213	1794506	1794506	0	0	1794506	1794506	0	30	0	30	0	0	3.5	187.9	368.9	747.5	2502.2	401.9	30.1	65.8	55.8
2700	33	187	823	369	519	1943	4875	11341	2363	525904	525904	0	0	525904	525904	0	4	0	4	0	0	6.3	156.5	369.5	927	2156.5	449.3	35.6	70.2	98.7
2710	14	95	400	133	166	1497	2896	7090	1022	373006	373006	0	0	373006	373006	0	7	0	7	0	0	3.8	107.2	401.3	776.4	1900.8	274	25.5	35.7	44.5
2720	8.815345876	129.3477179	145.9088214	32	171	1105.794152	2000.817067	6170.940694	504.3992885	216902	180615	0	36287	216902	180615	0	13	0	10	0	3	4.1	67.3	509.8	922.5	2845	232.5	59.6	17.7	94.7
2750	3	45	106	34	84	435	1081	3909	388	185556	185556	0	0	185556	185556	0	6	0	6	0	0	1.6	57.1	234.4	582.6	2106.6	209.1	24.3	18.3	45.3
2760	37.6025917	123.7231773	439.6283393	241	57	438.6788828	3147.010998	11305.3423	987.8572871	518392	417971	17134	83287	518392	417971	0	17	0	11	1	5	7.3	84.8	84.6	607.1	2180.8	190.6	23.9	57.7	13.6
2800	106.1399879	750.2101054	2613.859233	1048.06143	1425.723209	5424.937884	19337.21349	63763.88088	8270.538176	1910005	1909368	637	0	1910005	1909368	0	54	0	53	1	0	5.6	136.9	284	1012.4	3338.4	433	39.3	54.9	74.7
2840	87	299	1719	580	823	4200	8723	28335	8948	1012402	1012402	0	0	1012402	1012402	0	16	0	16	0	0	8.6	169.8	414.9	861.6	2798.8	883.8	29.5	57.3	81.3
2880	7.003824302	52.8173588	173.12509	76.09093244	27.07270328	215.3640851	972.9401901	3488.356641	323.2543315	103880	89745	0	14135	103880	89745	0	9	0	7	0	2	6.7	166.7	207.3	936.6	3358.1	311.2	50.8	84.8	30.2
2900	7	175	291	97	172	1622	2442	6448	749	228126	228126	0	0	228126	228126	0	5	0	5	0	0	3.1	127.6	711	1070.5	2826.5	328.3	76.7	42.5	75.4
2920	14.99272079	195.347714	325.6243082	105.1847758	155.46137	633.7240274	2922.353404	7495.373202	921.6237595	276213	276213	0	0	276213	276213	0	12	0	12	0	0	5.4	117.9	229.4	1058	2713.6	333.7	70.7	38.1	56.3
2960	88.98272194	175.9638765	886.3938872	388	321	1841.443184	4554.593274	15701.83714	3510.255103	649367	623799	0	25568	649367	623799	0	25	0	22	0	3	13.7	136.5	283.6	701.4	2418	540.6	27.1	62.2	51.5
2975	4	30	17	4	8	135.4	424.8	1799.8	62	128137	125984	2153	0	128137	125984	0	10	0	9	1	0	3.1	13.3	105.7	331.5	1404.6	48.4	23.4	3.2	6.4
2980	13.03533149	8.231141705	146.2534646	71.97823219	168.9492084	358.2736223	1339.204648	3388.328593	257.437735	116145	115423	0	722	116145	115423	0	6	0	5	0	1	11.2	125.9	308.5	1153	2917.3	221.7	7.1	62.4	146.4
2985	3.097629503	29.71841743	10.64659357	0	3	104.2725759	481.9905392	2564.701067	235.1103152	96477	86135	984	9358	96477	86135	0	9	0	6	1	2	3.2	11	108.1	499.6	2658.4	243.7	30.8	0	3.5
2995	1.016170539	26.35060668	40.39029801	12	74	283.2432948	1004.327091	3877.507558	431.6868829	129017	128129	0	888	129017	128129	0	6	0	4	0	2	0.8	31.3	219.5	778.4	3005.4	334.6	20.4	9.4	57.8
3000	23.02102273	613.2683509	1097.497547	365.0017483	387.006993	2965.609178	7192.640519	26118.96407	2154.096756	1134051	1133470	0	581	1134051	1133470	0	37	0	36	0	1	2	96.8	261.5	634.2	2303.2	189.9	54.1	32.2	34.1
3040	2	20	28	7	32	137	304	3086	160	80608	80608	0	0	80608	80608	0	2	0	2	0	0	2.5	34.7	170	377.1	3828.4	198.5	24.8	8.7	39.7
3060	8.132642123	75.36817796	88.58021451	30.09162686	212.5039477	806.4845373	2275.188553	6574.290748	969.0024648	221968	214684	0	7284	221968	214684	0	21	0	19	0	2	3.7	39.9	363.3	1025	2961.8	436.6	34	14	99
3080	5	78.6349369	74	23	31.52698738	398.7855298	1071.825434	4488.181516	354.7236489	238336	238336	0	0	238336	238336	0	8	0	8	0	0	2.1	31	167.3	449.7	1883.1	148.8	33	9.7	13.2
3120	82.51310285	358.1262509	2051.452751	915	985	4148.648675	16349.54937	37087.51785	4210.144707	1330632	1314588	9556	6488	1330632	1314588	0	40	0	32	2	6	6.2	154.2	311.8	1228.7	2787.2	316.4	26.9	69.6	74.9
3150	15	34	223.7335574	106.9111858	110	586.9111858	2214.845415	4298.292847	318.7335574	142925	142925	0	0	142925	142925	0	7	0	7	0	0	10.5	156.5	410.6	1549.7	3007.4	223	23.8	74.8	77
3160	83	414.5158001	1161.217853	608.7690694	1242.644299	5204.154479	10662.26198	30202.0623	3874.189601	1018863	1018863	0	0	1018863	1018863	0	38	0	38	0	0	8.1	114	510.8	1046.5	2964.3	380.2	40.7	59.7	122
3180	4	18	111	45	55	388	703	2314	261	140687	137674	3013	0	140687	137674	0	5	0	4	1	0	2.8	78.9	275.8	499.7	1644.8	185.5	12.8	32.7	39.9
3200	6.368483476	207.6753703	426.9718981	117.502593	58.97788843	691.5550646	2992.885723	10669.92777	959.6147757	348950	272203	69638	7109	348950	272203	0	13	0	10	2	1	1.8	122.4	198.2	857.7	3057.7	275	59.5	43.2	21.7
3240	19.3635791	214.0944457	839.3961152	370	124	1094.255944	2680.902479	11308.19815	771.8941735	645030	549044	54606	41380	645030	549044	0	60	0	43	4	13	3	130.1	169.6	415.6	1753.1	119.7	33.2	67.4	22.6
3283	40	181	1310	429	230	1393	5141	22989	3809	1002799	984097	18702	0	1002799	984097	0	33	0	32	1	0	4	130.6	138.9	512.7	2292.5	379.8	18	43.6	23.4
3285	7.008023638	43.75968792	88.92152717	33	26	111.8479479	1183.167924	2626.502581	267.8675223	118466	93070	2398	22998	118466	93070	0	6	0	4	1	1	5.9	75.1	94.4	998.7	2217.1	226.1	36.9	35.5	27.9
3290	19.19407435	77.4769545	216.5025646	66	204	706.4579772	4115.469383	7889.003563	995.7633072	358599	341731	14414	2454	358599	341731	0	26	0	17	5	4	5.4	60.4	197	1147.7	2200	277.7	21.6	19.3	59.7
3320	15	234	841	91	153	1480	6209	29376	6798	908521	908521	0	0	908521	908521	0	1	0	1	0	0	1.7	92.6	162.9	683.4	3233.4	748.2	25.8	10	16.8
